pair_ID	relatedness_score	entailment_judgment
160	4.5144	ENTAILMENT
162	2.9617	NEUTRAL
165	3.06006	NEUTRAL
166	3.1926	NEUTRAL
167	4.18389	ENTAILMENT
168	3.72575	NEUTRAL
169	3.76625	NEUTRAL
171	3.52289	NEUTRAL
172	3.61019	NEUTRAL
174	3.50548	NEUTRAL
175	3.94968	NEUTRAL
177	3.53334	NEUTRAL
178	4.43517	ENTAILMENT
179	4.12861	NEUTRAL
180	3.56057	NEUTRAL
181	3.84921	NEUTRAL
182	3.77957	NEUTRAL
187	3.25225	NEUTRAL
189	3.21861	NEUTRAL
190	3.10634	NEUTRAL
191	4.50387	ENTAILMENT
193	4.38329	ENTAILMENT
195	4.19668	NEUTRAL
196	3.95039	NEUTRAL
198	3.76189	NEUTRAL
199	4.09079	NEUTRAL
203	3.76474	NEUTRAL
204	3.26739	NEUTRAL
206	3.54129	NEUTRAL
207	2.9022	NEUTRAL
208	3.6002	NEUTRAL
209	4.32888	ENTAILMENT
210	3.64171	CONTRADICTION
212	3.73845	NEUTRAL
213	2.27423	NEUTRAL
214	2.2741	NEUTRAL
220	4.5357	ENTAILMENT
221	4.09551	NEUTRAL
222	3.44752	NEUTRAL
229	4.47688	ENTAILMENT
230	3.38329	CONTRADICTION
231	4.50525	ENTAILMENT
235	2.23674	NEUTRAL
239	3.00427	NEUTRAL
242	4.68961	ENTAILMENT
243	3.6295	NEUTRAL
244	3.66085	CONTRADICTION
245	4.58378	ENTAILMENT
246	3.10181	NEUTRAL
247	3.56896	NEUTRAL
250	3.4828	NEUTRAL
251	3.77805	NEUTRAL
252	3.54703	NEUTRAL
255	4.65497	ENTAILMENT
261	2.58344	NEUTRAL
262	4.34507	ENTAILMENT
263	4.45597	ENTAILMENT
264	4.46452	ENTAILMENT
267	3.02172	NEUTRAL
268	2.85443	NEUTRAL
270	3.07479	NEUTRAL
271	3.68599	NEUTRAL
274	3.5489	NEUTRAL
275	3.71614	NEUTRAL
278	2.26137	NEUTRAL
281	2.26385	NEUTRAL
282	4.63247	ENTAILMENT
284	4.21766	ENTAILMENT
288	2.35705	NEUTRAL
290	2.12627	NEUTRAL
292	3.38149	NEUTRAL
294	3.78206	NEUTRAL
295	3.22403	NEUTRAL
297	2.75736	NEUTRAL
298	1.70234	NEUTRAL
299	3.96068	NEUTRAL
300	4.42683	ENTAILMENT
306	2.52835	NEUTRAL
307	2.5511	NEUTRAL
308	2.81633	NEUTRAL
314	3.74353	CONTRADICTION
316	3.0315	NEUTRAL
318	3.65885	NEUTRAL
319	3.51289	NEUTRAL
320	2.74912	NEUTRAL
321	3.14205	NEUTRAL
322	4.73654	ENTAILMENT
324	4.32829	ENTAILMENT
325	3.66398	CONTRADICTION
326	1.89998	NEUTRAL
328	2.43824	NEUTRAL
330	2.41577	NEUTRAL
334	3.79301	NEUTRAL
336	2.562	NEUTRAL
337	2.13365	NEUTRAL
343	3.49775	NEUTRAL
345	3.12491	NEUTRAL
348	2.82643	NEUTRAL
349	3.26038	NEUTRAL
350	3.20505	NEUTRAL
352	3.75621	CONTRADICTION
353	3.30139	NEUTRAL
355	3.36781	CONTRADICTION
356	3.20452	NEUTRAL
357	3.2668	NEUTRAL
359	2.74042	NEUTRAL
364	4.41906	ENTAILMENT
365	4.36978	ENTAILMENT
368	3.72303	NEUTRAL
369	3.41107	NEUTRAL
371	4.03598	NEUTRAL
376	2.87138	NEUTRAL
383	3.88574	NEUTRAL
385	3.72261	NEUTRAL
386	3.55335	NEUTRAL
388	3.98719	NEUTRAL
389	3.91318	NEUTRAL
399	2.7203	NEUTRAL
400	3.11098	NEUTRAL
401	3.10966	NEUTRAL
405	3.77605	NEUTRAL
406	1.81994	NEUTRAL
407	2.11349	NEUTRAL
408	3.22359	NEUTRAL
411	4.56022	ENTAILMENT
412	3.99402	NEUTRAL
414	4.68386	ENTAILMENT
416	3.39	NEUTRAL
418	3.38507	NEUTRAL
419	4.11819	NEUTRAL
420	3.76621	NEUTRAL
421	3.83926	NEUTRAL
424	4.50842	ENTAILMENT
425	3.58378	CONTRADICTION
426	3.64928	NEUTRAL
429	3.55016	NEUTRAL
430	3.88797	NEUTRAL
431	3.77676	CONTRADICTION
432	3.84379	NEUTRAL
433	4.43996	ENTAILMENT
437	1.72458	NEUTRAL
443	3.81284	NEUTRAL
444	3.81102	NEUTRAL
445	3.25619	NEUTRAL
448	2.65805	NEUTRAL
452	2.70991	NEUTRAL
453	4.29992	ENTAILMENT
455	3.18253	NEUTRAL
456	3.65815	CONTRADICTION
458	2.8603	NEUTRAL
459	2.4043	NEUTRAL
460	3.1915	NEUTRAL
463	3.57309	CONTRADICTION
464	4.5117	ENTAILMENT
466	3.72865	CONTRADICTION
467	2.58864	NEUTRAL
468	2.23565	NEUTRAL
469	4.37589	ENTAILMENT
471	2.95931	NEUTRAL
472	2.42493	NEUTRAL
474	3.93774	CONTRADICTION
478	3.1406	NEUTRAL
479	3.32407	NEUTRAL
480	3.70308	CONTRADICTION
481	4.46559	ENTAILMENT
482	4.48689	ENTAILMENT
483	3.70875	NEUTRAL
487	3.70053	NEUTRAL
488	3.15537	NEUTRAL
490	3.61333	NEUTRAL
492	3.49564	CONTRADICTION
493	3.84727	NEUTRAL
495	3.5026	NEUTRAL
498	2.48725	NEUTRAL
501	2.9129	NEUTRAL
502	4.12756	ENTAILMENT
503	4.31791	ENTAILMENT
504	4.58971	ENTAILMENT
509	2.89646	NEUTRAL
510	2.98686	NEUTRAL
511	4.42241	ENTAILMENT
512	4.56218	ENTAILMENT
517	4.16989	NEUTRAL
518	4.79357	ENTAILMENT
519	4.65166	ENTAILMENT
521	3.2932	NEUTRAL
523	2.40348	NEUTRAL
525	2.62127	NEUTRAL
532	3.77545	CONTRADICTION
533	3.92877	NEUTRAL
534	2.53821	NEUTRAL
536	2.99207	NEUTRAL
537	3.41567	NEUTRAL
539	3.13896	NEUTRAL
540	3.50561	NEUTRAL
543	3.54233	NEUTRAL
544	4.39244	ENTAILMENT
546	3.53027	NEUTRAL
547	3.57702	NEUTRAL
549	3.45472	NEUTRAL
553	3.6427	NEUTRAL
554	3.65244	NEUTRAL
558	3.89855	NEUTRAL
559	3.09986	NEUTRAL
562	3.47814	NEUTRAL
563	3.47822	NEUTRAL
566	3.63508	NEUTRAL
567	4.30193	ENTAILMENT
569	3.81246	NEUTRAL
571	3.4588	CONTRADICTION
572	3.44562	NEUTRAL
573	3.72566	NEUTRAL
574	3.40297	CONTRADICTION
575	3.66287	NEUTRAL
576	3.78	NEUTRAL
577	3.79219	NEUTRAL
578	3.39985	NEUTRAL
579	3.69955	NEUTRAL
580	4.51967	ENTAILMENT
582	3.72063	NEUTRAL
583	5.0	ENTAILMENT
584	4.50633	ENTAILMENT
585	3.5938	NEUTRAL
589	3.42855	NEUTRAL
590	4.03321	ENTAILMENT
591	3.74584	NEUTRAL
593	4.91764	ENTAILMENT
594	3.67468	CONTRADICTION
595	2.91004	NEUTRAL
596	2.64089	NEUTRAL
598	2.81488	NEUTRAL
600	4.8478	ENTAILMENT
602	3.85077	NEUTRAL
607	2.79917	NEUTRAL
608	2.9993	NEUTRAL
610	2.93091	NEUTRAL
612	3.04534	NEUTRAL
613	4.54996	ENTAILMENT
614	3.64906	NEUTRAL
615	3.85368	NEUTRAL
616	4.52044	ENTAILMENT
618	4.0418	NEUTRAL
620	2.95904	NEUTRAL
623	3.6157	NEUTRAL
624	3.82722	NEUTRAL
627	3.98246	NEUTRAL
633	3.2748	NEUTRAL
635	3.36152	NEUTRAL
636	3.17501	NEUTRAL
639	4.81947	ENTAILMENT
640	4.49871	ENTAILMENT
642	4.98221	ENTAILMENT
644	3.5945	NEUTRAL
652	4.38523	ENTAILMENT
654	3.52145	NEUTRAL
656	3.78565	NEUTRAL
658	3.58801	NEUTRAL
659	3.6283	NEUTRAL
662	3.63952	NEUTRAL
664	3.69498	NEUTRAL
665	4.49426	ENTAILMENT
666	3.51299	NEUTRAL
667	4.73668	ENTAILMENT
669	3.93695	NEUTRAL
670	3.01423	NEUTRAL
673	3.06547	NEUTRAL
674	2.92473	NEUTRAL
675	3.08298	NEUTRAL
677	3.61137	NEUTRAL
681	3.51769	NEUTRAL
682	3.35137	NEUTRAL
683	3.09579	NEUTRAL
684	2.26409	NEUTRAL
686	3.2496	NEUTRAL
688	3.24345	NEUTRAL
694	4.13229	NEUTRAL
695	2.99728	NEUTRAL
700	3.36249	NEUTRAL
701	3.02995	NEUTRAL
705	4.29584	ENTAILMENT
706	4.08587	ENTAILMENT
707	3.90765	ENTAILMENT
708	3.33138	NEUTRAL
710	3.24888	NEUTRAL
711	2.53399	NEUTRAL
712	3.32882	NEUTRAL
713	4.70452	ENTAILMENT
714	3.456	NEUTRAL
716	4.57836	ENTAILMENT
719	1.60274	NEUTRAL
720	1.60292	NEUTRAL
721	1.7172	NEUTRAL
724	2.19077	NEUTRAL
726	4.9276	ENTAILMENT
739	4.32732	ENTAILMENT
740	3.58276	NEUTRAL
742	3.6565	NEUTRAL
743	2.49314	NEUTRAL
744	2.10266	NEUTRAL
750	3.29489	NEUTRAL
751	3.35285	NEUTRAL
753	4.18364	ENTAILMENT
755	3.72985	NEUTRAL
756	3.3362	NEUTRAL
758	3.71962	NEUTRAL
763	3.74075	NEUTRAL
767	3.1222	NEUTRAL
770	2.5323	NEUTRAL
771	3.206	NEUTRAL
773	3.5391	NEUTRAL
775	3.76932	NEUTRAL
776	2.34871	NEUTRAL
778	2.33216	NEUTRAL
779	2.71867	NEUTRAL
781	3.98649	NEUTRAL
782	3.56068	CONTRADICTION
786	3.55124	NEUTRAL
787	2.61186	NEUTRAL
788	3.01322	NEUTRAL
790	2.22135	NEUTRAL
794	3.71874	NEUTRAL
795	3.83395	NEUTRAL
798	4.1162	CONTRADICTION
800	2.89009	NEUTRAL
801	3.31327	NEUTRAL
803	3.74861	NEUTRAL
805	4.61245	ENTAILMENT
806	4.29132	ENTAILMENT
807	2.87772	NEUTRAL
808	4.08821	NEUTRAL
809	3.6735	CONTRADICTION
810	2.60306	NEUTRAL
814	3.03781	NEUTRAL
815	2.38741	NEUTRAL
817	4.55395	ENTAILMENT
818	3.89677	NEUTRAL
819	3.07821	CONTRADICTION
821	2.7867	NEUTRAL
823	3.09964	NEUTRAL
826	2.73446	NEUTRAL
828	4.45965	ENTAILMENT
829	3.79496	NEUTRAL
832	3.77527	NEUTRAL
833	3.27097	NEUTRAL
834	3.06525	NEUTRAL
835	3.28764	NEUTRAL
837	3.03751	NEUTRAL
838	3.42926	NEUTRAL
840	3.58007	NEUTRAL
842	3.78317	NEUTRAL
843	3.60201	NEUTRAL
847	2.81115	NEUTRAL
849	2.72631	NEUTRAL
850	2.92511	NEUTRAL
853	4.62502	ENTAILMENT
854	3.72229	CONTRADICTION
856	4.64775	ENTAILMENT
861	3.70327	NEUTRAL
863	4.03438	NEUTRAL
865	3.60485	NEUTRAL
871	2.16892	NEUTRAL
875	3.35685	NEUTRAL
877	4.57026	ENTAILMENT
884	2.76143	NEUTRAL
885	2.61934	NEUTRAL
886	2.90017	NEUTRAL
890	4.35965	ENTAILMENT
891	3.42556	NEUTRAL
894	3.7634	ENTAILMENT
896	3.06422	NEUTRAL
897	2.67503	NEUTRAL
900	4.21054	ENTAILMENT
901	3.84184	NEUTRAL
903	3.96894	NEUTRAL
905	3.12609	NEUTRAL
907	3.02089	NEUTRAL
911	3.33429	NEUTRAL
912	4.30615	ENTAILMENT
914	4.34197	ENTAILMENT
916	4.23718	ENTAILMENT
918	1.90551	NEUTRAL
919	3.71793	NEUTRAL
921	1.46377	NEUTRAL
923	3.74524	NEUTRAL
924	3.34481	NEUTRAL
925	3.39815	NEUTRAL
926	4.52998	ENTAILMENT
928	3.57091	NEUTRAL
929	4.03734	NEUTRAL
930	4.55296	ENTAILMENT
934	4.31337	ENTAILMENT
937	4.04776	NEUTRAL
938	3.72822	NEUTRAL
939	4.25305	NEUTRAL
941	3.26771	NEUTRAL
942	2.67497	NEUTRAL
946	2.68436	NEUTRAL
951	3.50622	NEUTRAL
952	3.9035	NEUTRAL
954	2.34974	NEUTRAL
955	2.9845	NEUTRAL
958	4.25833	ENTAILMENT
964	3.80225	CONTRADICTION
965	4.38806	ENTAILMENT
966	3.25558	NEUTRAL
968	2.69588	NEUTRAL
969	3.32744	NEUTRAL
971	2.75677	NEUTRAL
972	3.31189	NEUTRAL
974	3.1126	CONTRADICTION
976	4.80022	ENTAILMENT
977	4.68463	ENTAILMENT
981	3.01407	NEUTRAL
982	3.4299	NEUTRAL
983	2.769	NEUTRAL
986	4.38664	ENTAILMENT
990	3.6971	NEUTRAL
992	2.66473	NEUTRAL
993	2.46751	NEUTRAL
995	2.24286	NEUTRAL
997	2.70058	NEUTRAL
999	3.61966	NEUTRAL
1001	4.79121	ENTAILMENT
1003	2.76103	NEUTRAL
1005	3.01224	NEUTRAL
1006	2.5808	NEUTRAL
1011	4.58388	ENTAILMENT
1012	3.94426	NEUTRAL
1013	3.91276	NEUTRAL
1014	3.3543	NEUTRAL
1015	3.41789	NEUTRAL
1017	2.89543	NEUTRAL
1020	3.61928	NEUTRAL
1023	3.78859	NEUTRAL
1024	4.21337	ENTAILMENT
1025	3.36968	NEUTRAL
1027	2.98829	NEUTRAL
1030	3.11267	NEUTRAL
1032	4.52997	ENTAILMENT
1034	3.91736	NEUTRAL
1035	4.44919	ENTAILMENT
1036	3.99632	CONTRADICTION
1040	2.89913	NEUTRAL
1041	2.61121	NEUTRAL
1042	2.4661	NEUTRAL
1051	2.8676	NEUTRAL
1056	2.78466	NEUTRAL
1058	4.56776	ENTAILMENT
1059	4.39124	ENTAILMENT
1060	3.98962	NEUTRAL
1062	3.76793	CONTRADICTION
1063	3.93882	NEUTRAL
1066	2.70989	NEUTRAL
1067	3.46903	NEUTRAL
1070	3.41054	NEUTRAL
1071	3.96832	NEUTRAL
1072	4.05471	NEUTRAL
1073	4.81767	ENTAILMENT
1075	3.5082	NEUTRAL
1077	4.27967	NEUTRAL
1078	3.33042	NEUTRAL
1079	3.93478	NEUTRAL
1081	4.11822	NEUTRAL
1085	4.86952	ENTAILMENT
1086	3.27184	NEUTRAL
1089	4.11324	NEUTRAL
1098	4.46221	ENTAILMENT
1100	2.41432	NEUTRAL
1101	1.50798	NEUTRAL
1103	1.69752	NEUTRAL
1106	4.58712	ENTAILMENT
1107	4.53109	ENTAILMENT
1110	3.78957	CONTRADICTION
1113	3.06787	NEUTRAL
1114	3.21902	NEUTRAL
1116	2.06485	NEUTRAL
1121	4.30172	ENTAILMENT
1123	4.39562	ENTAILMENT
1124	3.64548	CONTRADICTION
1126	4.35499	ENTAILMENT
1127	3.43665	CONTRADICTION
1130	4.33079	ENTAILMENT
1131	3.50925	NEUTRAL
1132	3.21895	NEUTRAL
1134	3.21106	NEUTRAL
1136	3.6911	CONTRADICTION
1138	3.2659	NEUTRAL
1139	4.78666	ENTAILMENT
1140	3.13645	CONTRADICTION
1141	4.37824	ENTAILMENT
1142	3.84599	CONTRADICTION
1143	2.06463	NEUTRAL
1144	1.28261	NEUTRAL
1146	1.63809	NEUTRAL
1148	4.425	ENTAILMENT
1150	4.37696	ENTAILMENT
1151	3.77643	CONTRADICTION
1152	4.01292	ENTAILMENT
1156	4.32014	ENTAILMENT
1158	3.57043	NEUTRAL
1159	3.86537	NEUTRAL
1160	3.89675	NEUTRAL
1163	3.4535	NEUTRAL
1164	3.45373	NEUTRAL
1166	4.8692	ENTAILMENT
1168	5.0	ENTAILMENT
1171	2.89178	NEUTRAL
1172	4.5492	ENTAILMENT
1173	2.89807	NEUTRAL
1174	4.34205	ENTAILMENT
1176	3.5736	CONTRADICTION
1181	3.57955	NEUTRAL
1183	3.38435	NEUTRAL
1185	4.58221	ENTAILMENT
1186	4.75195	ENTAILMENT
1187	4.41023	ENTAILMENT
1189	4.29446	ENTAILMENT
1197	3.7772	CONTRADICTION
1198	4.54277	ENTAILMENT
1199	2.36427	NEUTRAL
1201	4.21487	ENTAILMENT
1203	3.13195	NEUTRAL
1204	3.17296	NEUTRAL
1208	4.55625	ENTAILMENT
1209	3.44947	CONTRADICTION
1210	3.43046	NEUTRAL
1211	2.8023	NEUTRAL
1216	3.71392	CONTRADICTION
1217	4.16366	ENTAILMENT
1218	4.43716	ENTAILMENT
1220	3.39989	NEUTRAL
1223	3.53296	NEUTRAL
1224	3.51769	NEUTRAL
1225	3.65606	CONTRADICTION
1226	4.35435	ENTAILMENT
1229	2.64886	NEUTRAL
1231	2.82907	NEUTRAL
1233	4.02555	NEUTRAL
1234	3.54539	CONTRADICTION
1235	3.72596	NEUTRAL
1238	3.76183	NEUTRAL
1243	3.53123	CONTRADICTION
1245	3.5923	CONTRADICTION
1247	2.46639	NEUTRAL
1250	3.02231	NEUTRAL
1252	3.46231	CONTRADICTION
1253	4.38305	ENTAILMENT
1254	3.20926	NEUTRAL
1256	2.37302	NEUTRAL
1257	2.99435	NEUTRAL
1258	2.14219	NEUTRAL
1260	4.02856	NEUTRAL
1261	3.58376	CONTRADICTION
1262	4.57053	ENTAILMENT
1263	3.33151	CONTRADICTION
1264	4.33638	ENTAILMENT
1265	1.99708	NEUTRAL
1267	2.77947	NEUTRAL
1269	3.15827	NEUTRAL
1272	3.86311	CONTRADICTION
1277	2.67748	NEUTRAL
1278	2.8531	NEUTRAL
1279	3.24425	NEUTRAL
1281	3.60474	CONTRADICTION
1285	2.88071	NEUTRAL
1286	2.90646	NEUTRAL
1288	3.73315	CONTRADICTION
1289	4.69101	ENTAILMENT
1290	4.41735	ENTAILMENT
1295	3.27542	NEUTRAL
1296	2.97474	NEUTRAL
1298	4.29777	ENTAILMENT
1299	3.53721	NEUTRAL
1300	3.6711	CONTRADICTION
1301	4.44013	ENTAILMENT
1304	4.35111	ENTAILMENT
1306	3.15429	CONTRADICTION
1307	3.83909	ENTAILMENT
1309	2.87578	NEUTRAL
1310	3.82713	CONTRADICTION
1312	4.45318	ENTAILMENT
1313	1.9094	NEUTRAL
1314	1.66282	NEUTRAL
1315	2.10671	NEUTRAL
1316	1.60941	NEUTRAL
1320	3.84691	NEUTRAL
1322	1.83639	NEUTRAL
1323	3.44355	NEUTRAL
1324	2.91944	NEUTRAL
1325	1.9466	NEUTRAL
1327	3.98443	ENTAILMENT
1330	4.39397	ENTAILMENT
1331	4.63526	ENTAILMENT
1332	4.3839	ENTAILMENT
1334	4.18236	ENTAILMENT
1337	3.97673	NEUTRAL
1338	3.71194	NEUTRAL
1339	3.90497	NEUTRAL
1340	2.67902	NEUTRAL
1343	2.67051	NEUTRAL
1347	3.83821	CONTRADICTION
1348	4.32857	ENTAILMENT
1349	4.65233	ENTAILMENT
1351	4.67086	ENTAILMENT
1353	4.63337	ENTAILMENT
1356	3.55149	CONTRADICTION
1357	4.72253	ENTAILMENT
1360	4.8138	ENTAILMENT
1362	3.29237	NEUTRAL
1363	3.52714	CONTRADICTION
1364	2.94398	NEUTRAL
1366	3.25066	NEUTRAL
1367	4.44764	ENTAILMENT
1369	4.45779	ENTAILMENT
1370	3.71923	CONTRADICTION
1374	2.79677	NEUTRAL
1375	3.26524	NEUTRAL
1377	3.50449	CONTRADICTION
1382	3.06426	NEUTRAL
1383	3.34585	NEUTRAL
1391	2.8079	NEUTRAL
1392	2.77042	NEUTRAL
1393	2.79398	NEUTRAL
1394	4.24476	ENTAILMENT
1395	4.24538	ENTAILMENT
1397	3.5948	CONTRADICTION
1398	3.09193	NEUTRAL
1401	3.19462	NEUTRAL
1402	3.04322	NEUTRAL
1406	3.58374	CONTRADICTION
1411	2.11376	NEUTRAL
1413	5.0	ENTAILMENT
1416	4.44985	ENTAILMENT
1418	2.2908	NEUTRAL
1420	4.70628	ENTAILMENT
1422	4.43273	ENTAILMENT
1423	4.53911	ENTAILMENT
1424	3.92383	CONTRADICTION
1425	2.86187	NEUTRAL
1426	3.7429	CONTRADICTION
1428	3.25743	NEUTRAL
1430	4.62237	ENTAILMENT
1433	3.78349	CONTRADICTION
1436	4.23117	ENTAILMENT
1437	3.11711	NEUTRAL
1439	4.20057	ENTAILMENT
1440	3.22904	CONTRADICTION
1441	4.3057	ENTAILMENT
1442	3.2657	NEUTRAL
1445	3.82583	ENTAILMENT
1447	3.25266	NEUTRAL
1449	4.52986	ENTAILMENT
1450	4.62654	ENTAILMENT
1451	3.78886	CONTRADICTION
1452	2.23389	NEUTRAL
1454	1.82948	NEUTRAL
1456	1.85318	NEUTRAL
1457	4.3619	ENTAILMENT
1459	2.94653	NEUTRAL
1460	3.30229	NEUTRAL
1462	1.97354	NEUTRAL
1465	1.64516	NEUTRAL
1468	4.78153	ENTAILMENT
1471	2.72265	NEUTRAL
1472	3.30067	NEUTRAL
1475	4.40811	ENTAILMENT
1477	4.28372	ENTAILMENT
1478	3.48528	CONTRADICTION
1485	3.48273	CONTRADICTION
1490	3.74916	NEUTRAL
1491	3.5919	NEUTRAL
1492	3.82109	NEUTRAL
1496	3.78883	CONTRADICTION
1497	3.39796	NEUTRAL
1500	3.07819	NEUTRAL
1502	3.53057	NEUTRAL
1507	3.41105	NEUTRAL
1508	3.53544	NEUTRAL
1510	3.40068	NEUTRAL
1512	2.25109	NEUTRAL
1515	1.38108	NEUTRAL
1516	1.39024	NEUTRAL
1518	1.00214	NEUTRAL
1520	3.38539	NEUTRAL
1522	4.48472	ENTAILMENT
1526	3.25023	NEUTRAL
1528	4.38984	ENTAILMENT
1529	4.40478	ENTAILMENT
1530	3.2414	NEUTRAL
1533	1.83621	NEUTRAL
1537	2.0815	NEUTRAL
1539	3.70283	CONTRADICTION
1540	4.5891	ENTAILMENT
1542	3.74073	NEUTRAL
1543	3.12729	NEUTRAL
1544	3.49719	NEUTRAL
1546	3.79513	NEUTRAL
1548	3.81088	CONTRADICTION
1554	2.51241	NEUTRAL
1555	4.23724	ENTAILMENT
1556	4.32732	ENTAILMENT
1560	4.3476	ENTAILMENT
1561	3.51782	NEUTRAL
1562	2.3777	NEUTRAL
1564	3.36685	NEUTRAL
1567	4.58345	ENTAILMENT
1568	5.0	ENTAILMENT
1569	4.37235	ENTAILMENT
1571	3.04714	NEUTRAL
1572	2.6052	NEUTRAL
1577	2.6522	NEUTRAL
1578	4.86336	ENTAILMENT
1579	4.05408	CONTRADICTION
1581	3.5645	CONTRADICTION
1583	2.63669	NEUTRAL
1589	3.95762	NEUTRAL
1590	3.85474	NEUTRAL
1593	4.17334	NEUTRAL
1594	3.06119	NEUTRAL
1596	4.93914	ENTAILMENT
1597	3.47814	NEUTRAL
1598	4.44739	ENTAILMENT
1600	3.51815	NEUTRAL
1602	1.84992	NEUTRAL
1603	2.28261	NEUTRAL
1605	2.96934	NEUTRAL
1611	4.01698	CONTRADICTION
1613	3.90043	NEUTRAL
1616	3.45763	NEUTRAL
1617	3.84276	NEUTRAL
1619	4.55452	ENTAILMENT
1620	4.38134	ENTAILMENT
1622	3.20619	NEUTRAL
1623	3.07663	NEUTRAL
1624	2.84065	NEUTRAL
1630	4.27458	ENTAILMENT
1633	3.04885	NEUTRAL
1634	2.77553	NEUTRAL
1636	3.64247	NEUTRAL
1637	3.32178	NEUTRAL
1638	2.83301	NEUTRAL
1642	4.41282	ENTAILMENT
1644	3.69262	CONTRADICTION
1645	4.00553	NEUTRAL
1654	3.70446	CONTRADICTION
1656	4.96851	ENTAILMENT
1658	4.39028	ENTAILMENT
1662	3.07351	NEUTRAL
1664	4.59662	ENTAILMENT
1665	4.5594	ENTAILMENT
1666	3.77449	NEUTRAL
1667	4.56129	ENTAILMENT
1672	1.65368	NEUTRAL
1674	1.79751	NEUTRAL
1678	3.93869	CONTRADICTION
1679	2.64257	NEUTRAL
1681	3.68884	CONTRADICTION
1683	4.70011	ENTAILMENT
1684	3.39751	CONTRADICTION
1685	3.34771	NEUTRAL
1686	3.36762	NEUTRAL
1688	3.23674	NEUTRAL
1689	4.36179	ENTAILMENT
1692	3.50368	NEUTRAL
1693	4.44977	ENTAILMENT
1695	4.53517	CONTRADICTION
1696	2.99685	NEUTRAL
1698	2.62425	NEUTRAL
1699	4.37452	ENTAILMENT
1701	2.91228	NEUTRAL
1704	4.50841	ENTAILMENT
1709	2.42341	NEUTRAL
1710	2.52534	NEUTRAL
1713	3.75528	CONTRADICTION
1717	2.90937	NEUTRAL
1718	3.33836	NEUTRAL
1720	3.29462	CONTRADICTION
1722	4.48195	ENTAILMENT
1725	4.93343	ENTAILMENT
1726	4.3344	ENTAILMENT
1727	4.45119	ENTAILMENT
1728	3.12199	NEUTRAL
1730	2.95977	NEUTRAL
1731	3.03703	NEUTRAL
1732	2.13639	NEUTRAL
1734	3.65035	NEUTRAL
1735	3.49306	NEUTRAL
1737	4.03625	CONTRADICTION
1738	2.49028	NEUTRAL
1739	2.01599	NEUTRAL
1740	2.08775	NEUTRAL
1742	2.20279	NEUTRAL
1743	5.0	ENTAILMENT
1744	3.3329	CONTRADICTION
1745	4.87045	ENTAILMENT
1746	3.8288	NEUTRAL
1748	3.60979	NEUTRAL
