pair_ID	relatedness_score	entailment_judgment
275	NA	NEUTRAL
278	NA	NEUTRAL
281	NA	NEUTRAL
282	NA	ENTAILMENT
284	NA	ENTAILMENT
288	NA	NEUTRAL
290	NA	NEUTRAL
292	NA	NEUTRAL
294	NA	ENTAILMENT
295	NA	NEUTRAL
297	NA	NEUTRAL
298	NA	NEUTRAL
299	NA	NEUTRAL
300	NA	ENTAILMENT
306	NA	NEUTRAL
307	NA	NEUTRAL
308	NA	NEUTRAL
314	NA	CONTRADICTION
316	NA	NEUTRAL
318	NA	NEUTRAL
319	NA	NEUTRAL
320	NA	NEUTRAL
321	NA	NEUTRAL
322	NA	ENTAILMENT
324	NA	ENTAILMENT
325	NA	CONTRADICTION
326	NA	NEUTRAL
328	NA	NEUTRAL
330	NA	NEUTRAL
334	NA	ENTAILMENT
336	NA	NEUTRAL
337	NA	NEUTRAL
343	NA	NEUTRAL
345	NA	NEUTRAL
348	NA	NEUTRAL
349	NA	NEUTRAL
350	NA	NEUTRAL
352	NA	CONTRADICTION
353	NA	ENTAILMENT
355	NA	CONTRADICTION
356	NA	NEUTRAL
357	NA	NEUTRAL
359	NA	NEUTRAL
364	NA	ENTAILMENT
365	NA	ENTAILMENT
368	NA	NEUTRAL
369	NA	CONTRADICTION
371	NA	NEUTRAL
376	NA	NEUTRAL
383	NA	NEUTRAL
385	NA	ENTAILMENT
386	NA	NEUTRAL
388	NA	NEUTRAL
389	NA	NEUTRAL
399	NA	NEUTRAL
400	NA	NEUTRAL
401	NA	NEUTRAL
405	NA	NEUTRAL
406	NA	NEUTRAL
407	NA	NEUTRAL
408	NA	NEUTRAL
411	NA	ENTAILMENT
412	NA	NEUTRAL
414	NA	NEUTRAL
416	NA	NEUTRAL
418	NA	NEUTRAL
419	NA	NEUTRAL
420	NA	NEUTRAL
421	NA	NEUTRAL
424	NA	NEUTRAL
425	NA	CONTRADICTION
426	NA	NEUTRAL
429	NA	NEUTRAL
430	NA	ENTAILMENT
431	NA	CONTRADICTION
432	NA	ENTAILMENT
433	NA	ENTAILMENT
437	NA	NEUTRAL
443	NA	NEUTRAL
444	NA	NEUTRAL
445	NA	NEUTRAL
448	NA	NEUTRAL
452	NA	NEUTRAL
453	NA	ENTAILMENT
455	NA	NEUTRAL
456	NA	CONTRADICTION
458	NA	NEUTRAL
459	NA	NEUTRAL
460	NA	NEUTRAL
463	NA	CONTRADICTION
464	NA	ENTAILMENT
466	NA	CONTRADICTION
467	NA	NEUTRAL
468	NA	NEUTRAL
469	NA	ENTAILMENT
471	NA	NEUTRAL
472	NA	NEUTRAL
474	NA	CONTRADICTION
478	NA	NEUTRAL
479	NA	NEUTRAL
480	NA	NEUTRAL
481	NA	ENTAILMENT
482	NA	ENTAILMENT
483	NA	NEUTRAL
487	NA	NEUTRAL
488	NA	NEUTRAL
490	NA	NEUTRAL
492	NA	CONTRADICTION
493	NA	NEUTRAL
495	NA	NEUTRAL
498	NA	NEUTRAL
501	NA	NEUTRAL
502	NA	ENTAILMENT
503	NA	CONTRADICTION
504	NA	NEUTRAL
509	NA	NEUTRAL
510	NA	NEUTRAL
511	NA	NEUTRAL
512	NA	NEUTRAL
517	NA	NEUTRAL
518	NA	ENTAILMENT
519	NA	CONTRADICTION
521	NA	NEUTRAL
523	NA	NEUTRAL
525	NA	NEUTRAL
532	NA	CONTRADICTION
533	NA	NEUTRAL
534	NA	NEUTRAL
536	NA	NEUTRAL
537	NA	NEUTRAL
539	NA	NEUTRAL
540	NA	NEUTRAL
543	NA	NEUTRAL
544	NA	ENTAILMENT
546	NA	NEUTRAL
547	NA	NEUTRAL
549	NA	NEUTRAL
553	NA	NEUTRAL
554	NA	NEUTRAL
558	NA	ENTAILMENT
559	NA	NEUTRAL
562	NA	NEUTRAL
563	NA	NEUTRAL
566	NA	NEUTRAL
567	NA	ENTAILMENT
569	NA	NEUTRAL
571	NA	CONTRADICTION
572	NA	NEUTRAL
573	NA	NEUTRAL
574	NA	NEUTRAL
575	NA	NEUTRAL
576	NA	NEUTRAL
577	NA	NEUTRAL
578	NA	NEUTRAL
579	NA	NEUTRAL
580	NA	ENTAILMENT
582	NA	ENTAILMENT
583	NA	ENTAILMENT
584	NA	CONTRADICTION
585	NA	NEUTRAL
589	NA	NEUTRAL
590	NA	ENTAILMENT
591	NA	ENTAILMENT
593	NA	ENTAILMENT
594	NA	CONTRADICTION
595	NA	NEUTRAL
596	NA	NEUTRAL
598	NA	NEUTRAL
600	NA	ENTAILMENT
602	NA	NEUTRAL
607	NA	NEUTRAL
608	NA	NEUTRAL
610	NA	NEUTRAL
612	NA	NEUTRAL
613	NA	ENTAILMENT
614	NA	CONTRADICTION
615	NA	NEUTRAL
616	NA	NEUTRAL
618	NA	NEUTRAL
620	NA	NEUTRAL
623	NA	NEUTRAL
624	NA	NEUTRAL
627	NA	NEUTRAL
633	NA	NEUTRAL
635	NA	NEUTRAL
636	NA	NEUTRAL
639	NA	ENTAILMENT
640	NA	ENTAILMENT
642	NA	ENTAILMENT
644	NA	NEUTRAL
652	NA	ENTAILMENT
654	NA	NEUTRAL
656	NA	ENTAILMENT
658	NA	NEUTRAL
659	NA	NEUTRAL
662	NA	NEUTRAL
664	NA	NEUTRAL
665	NA	ENTAILMENT
666	NA	NEUTRAL
667	NA	ENTAILMENT
669	NA	NEUTRAL
670	NA	NEUTRAL
673	NA	NEUTRAL
674	NA	NEUTRAL
675	NA	NEUTRAL
677	NA	ENTAILMENT
681	NA	NEUTRAL
682	NA	NEUTRAL
683	NA	NEUTRAL
684	NA	NEUTRAL
686	NA	NEUTRAL
688	NA	NEUTRAL
694	NA	NEUTRAL
695	NA	NEUTRAL
700	NA	NEUTRAL
701	NA	NEUTRAL
705	NA	ENTAILMENT
706	NA	NEUTRAL
707	NA	NEUTRAL
708	NA	NEUTRAL
710	NA	NEUTRAL
711	NA	NEUTRAL
712	NA	NEUTRAL
713	NA	ENTAILMENT
714	NA	NEUTRAL
716	NA	ENTAILMENT
719	NA	NEUTRAL
720	NA	NEUTRAL
721	NA	NEUTRAL
724	NA	NEUTRAL
726	NA	ENTAILMENT
739	NA	ENTAILMENT
740	NA	NEUTRAL
742	NA	NEUTRAL
743	NA	NEUTRAL
744	NA	NEUTRAL
750	NA	NEUTRAL
751	NA	NEUTRAL
753	NA	CONTRADICTION
755	NA	CONTRADICTION
756	NA	NEUTRAL
758	NA	NEUTRAL
763	NA	NEUTRAL
767	NA	NEUTRAL
770	NA	NEUTRAL
771	NA	NEUTRAL
773	NA	NEUTRAL
775	NA	NEUTRAL
776	NA	NEUTRAL
778	NA	NEUTRAL
779	NA	NEUTRAL
781	NA	ENTAILMENT
782	NA	CONTRADICTION
786	NA	NEUTRAL
787	NA	NEUTRAL
788	NA	NEUTRAL
790	NA	NEUTRAL
794	NA	ENTAILMENT
795	NA	ENTAILMENT
798	NA	CONTRADICTION
800	NA	NEUTRAL
801	NA	NEUTRAL
803	NA	NEUTRAL
805	NA	ENTAILMENT
806	NA	CONTRADICTION
807	NA	NEUTRAL
808	NA	ENTAILMENT
809	NA	CONTRADICTION
810	NA	NEUTRAL
814	NA	NEUTRAL
815	NA	NEUTRAL
817	NA	ENTAILMENT
818	NA	NEUTRAL
819	NA	CONTRADICTION
821	NA	NEUTRAL
823	NA	NEUTRAL
826	NA	NEUTRAL
828	NA	CONTRADICTION
829	NA	NEUTRAL
832	NA	NEUTRAL
833	NA	NEUTRAL
834	NA	NEUTRAL
835	NA	NEUTRAL
837	NA	NEUTRAL
838	NA	NEUTRAL
840	NA	NEUTRAL
842	NA	NEUTRAL
843	NA	ENTAILMENT
847	NA	NEUTRAL
849	NA	NEUTRAL
850	NA	NEUTRAL
853	NA	NEUTRAL
854	NA	CONTRADICTION
856	NA	ENTAILMENT
861	NA	NEUTRAL
863	NA	NEUTRAL
865	NA	CONTRADICTION
871	NA	NEUTRAL
875	NA	NEUTRAL
877	NA	ENTAILMENT
884	NA	NEUTRAL
885	NA	NEUTRAL
886	NA	NEUTRAL
890	NA	ENTAILMENT
891	NA	CONTRADICTION
894	NA	NEUTRAL
896	NA	NEUTRAL
897	NA	NEUTRAL
900	NA	ENTAILMENT
901	NA	NEUTRAL
903	NA	NEUTRAL
905	NA	NEUTRAL
907	NA	NEUTRAL
911	NA	NEUTRAL
912	NA	ENTAILMENT
914	NA	ENTAILMENT
916	NA	NEUTRAL
918	NA	NEUTRAL
919	NA	NEUTRAL
921	NA	NEUTRAL
923	NA	ENTAILMENT
924	NA	CONTRADICTION
925	NA	NEUTRAL
926	NA	NEUTRAL
928	NA	NEUTRAL
929	NA	NEUTRAL
930	NA	ENTAILMENT
934	NA	ENTAILMENT
937	NA	ENTAILMENT
938	NA	NEUTRAL
939	NA	NEUTRAL
941	NA	NEUTRAL
942	NA	NEUTRAL
946	NA	NEUTRAL
951	NA	NEUTRAL
952	NA	ENTAILMENT
954	NA	NEUTRAL
955	NA	NEUTRAL
958	NA	NEUTRAL
964	NA	CONTRADICTION
965	NA	NEUTRAL
966	NA	NEUTRAL
968	NA	NEUTRAL
969	NA	NEUTRAL
971	NA	NEUTRAL
972	NA	NEUTRAL
974	NA	CONTRADICTION
976	NA	ENTAILMENT
977	NA	NEUTRAL
981	NA	NEUTRAL
982	NA	NEUTRAL
983	NA	NEUTRAL
986	NA	ENTAILMENT
990	NA	ENTAILMENT
992	NA	NEUTRAL
993	NA	NEUTRAL
995	NA	NEUTRAL
997	NA	NEUTRAL
999	NA	NEUTRAL
1001	NA	ENTAILMENT
1003	NA	NEUTRAL
1005	NA	NEUTRAL
1006	NA	NEUTRAL
1011	NA	ENTAILMENT
1012	NA	NEUTRAL
1013	NA	NEUTRAL
1014	NA	NEUTRAL
1015	NA	NEUTRAL
1017	NA	NEUTRAL
1020	NA	NEUTRAL
1023	NA	NEUTRAL
1024	NA	NEUTRAL
1025	NA	NEUTRAL
1027	NA	NEUTRAL
1030	NA	NEUTRAL
1032	NA	ENTAILMENT
1034	NA	NEUTRAL
1035	NA	ENTAILMENT
1036	NA	CONTRADICTION
1040	NA	NEUTRAL
1041	NA	NEUTRAL
1042	NA	NEUTRAL
1051	NA	NEUTRAL
1056	NA	NEUTRAL
1058	NA	ENTAILMENT
1059	NA	CONTRADICTION
1060	NA	NEUTRAL
1062	NA	CONTRADICTION
1063	NA	NEUTRAL
1066	NA	NEUTRAL
1067	NA	NEUTRAL
1070	NA	NEUTRAL
1071	NA	ENTAILMENT
1072	NA	NEUTRAL
1073	NA	NEUTRAL
1075	NA	NEUTRAL
1077	NA	NEUTRAL
1078	NA	NEUTRAL
1079	NA	NEUTRAL
1081	NA	NEUTRAL
1085	NA	ENTAILMENT
1086	NA	ENTAILMENT
1089	NA	NEUTRAL
1098	NA	ENTAILMENT
1100	NA	NEUTRAL
1101	NA	NEUTRAL
1103	NA	NEUTRAL
1106	NA	ENTAILMENT
1107	NA	CONTRADICTION
1110	NA	CONTRADICTION
1113	NA	NEUTRAL
1114	NA	NEUTRAL
1116	NA	NEUTRAL
1121	NA	ENTAILMENT
1123	NA	ENTAILMENT
1124	NA	CONTRADICTION
1126	NA	ENTAILMENT
1127	NA	CONTRADICTION
1130	NA	CONTRADICTION
1131	NA	ENTAILMENT
1132	NA	NEUTRAL
1134	NA	NEUTRAL
1136	NA	NEUTRAL
1138	NA	NEUTRAL
1139	NA	NEUTRAL
1140	NA	CONTRADICTION
1141	NA	ENTAILMENT
1142	NA	CONTRADICTION
1143	NA	NEUTRAL
1144	NA	NEUTRAL
1146	NA	NEUTRAL
1148	NA	ENTAILMENT
1150	NA	ENTAILMENT
1151	NA	CONTRADICTION
1152	NA	ENTAILMENT
1156	NA	ENTAILMENT
1158	NA	NEUTRAL
1159	NA	ENTAILMENT
1160	NA	ENTAILMENT
1163	NA	NEUTRAL
1164	NA	NEUTRAL
1166	NA	ENTAILMENT
1168	NA	ENTAILMENT
1171	NA	CONTRADICTION
1172	NA	NEUTRAL
1173	NA	CONTRADICTION
1174	NA	ENTAILMENT
1176	NA	CONTRADICTION
1181	NA	NEUTRAL
1183	NA	NEUTRAL
1185	NA	ENTAILMENT
1186	NA	ENTAILMENT
1187	NA	ENTAILMENT
1189	NA	NEUTRAL
1197	NA	CONTRADICTION
1198	NA	ENTAILMENT
1199	NA	NEUTRAL
1201	NA	NEUTRAL
1203	NA	CONTRADICTION
1204	NA	NEUTRAL
1208	NA	ENTAILMENT
1209	NA	CONTRADICTION
1210	NA	NEUTRAL
1211	NA	NEUTRAL
1216	NA	CONTRADICTION
1217	NA	NEUTRAL
1218	NA	CONTRADICTION
1220	NA	NEUTRAL
1223	NA	NEUTRAL
1224	NA	ENTAILMENT
1225	NA	CONTRADICTION
1226	NA	ENTAILMENT
1229	NA	CONTRADICTION
1231	NA	CONTRADICTION
1233	NA	NEUTRAL
1234	NA	CONTRADICTION
1235	NA	NEUTRAL
1238	NA	ENTAILMENT
1243	NA	CONTRADICTION
1245	NA	CONTRADICTION
1247	NA	CONTRADICTION
1250	NA	NEUTRAL
1252	NA	CONTRADICTION
1253	NA	ENTAILMENT
1254	NA	NEUTRAL
1256	NA	NEUTRAL
1257	NA	NEUTRAL
1258	NA	NEUTRAL
1260	NA	NEUTRAL
1261	NA	CONTRADICTION
1262	NA	ENTAILMENT
1263	NA	CONTRADICTION
1264	NA	NEUTRAL
1265	NA	NEUTRAL
1267	NA	NEUTRAL
1269	NA	NEUTRAL
1272	NA	CONTRADICTION
1277	NA	NEUTRAL
1278	NA	NEUTRAL
1279	NA	NEUTRAL
1281	NA	CONTRADICTION
1285	NA	NEUTRAL
1286	NA	NEUTRAL
1288	NA	CONTRADICTION
1289	NA	ENTAILMENT
1290	NA	ENTAILMENT
1295	NA	NEUTRAL
1296	NA	NEUTRAL
1298	NA	ENTAILMENT
1299	NA	NEUTRAL
1300	NA	CONTRADICTION
1301	NA	ENTAILMENT
1304	NA	ENTAILMENT
1306	NA	CONTRADICTION
1307	NA	ENTAILMENT
1309	NA	ENTAILMENT
1310	NA	CONTRADICTION
1312	NA	CONTRADICTION
1313	NA	NEUTRAL
1314	NA	NEUTRAL
1315	NA	NEUTRAL
1316	NA	NEUTRAL
1320	NA	ENTAILMENT
1322	NA	NEUTRAL
1323	NA	ENTAILMENT
1324	NA	NEUTRAL
1325	NA	NEUTRAL
1327	NA	NEUTRAL
1330	NA	ENTAILMENT
1331	NA	ENTAILMENT
1332	NA	CONTRADICTION
1334	NA	NEUTRAL
1337	NA	ENTAILMENT
1338	NA	CONTRADICTION
1339	NA	ENTAILMENT
1340	NA	NEUTRAL
1343	NA	NEUTRAL
1347	NA	CONTRADICTION
1348	NA	ENTAILMENT
1349	NA	ENTAILMENT
1351	NA	ENTAILMENT
1353	NA	ENTAILMENT
1356	NA	CONTRADICTION
1357	NA	ENTAILMENT
1360	NA	ENTAILMENT
1362	NA	NEUTRAL
1363	NA	CONTRADICTION
1364	NA	NEUTRAL
1366	NA	NEUTRAL
1367	NA	ENTAILMENT
1369	NA	ENTAILMENT
1370	NA	CONTRADICTION
1374	NA	CONTRADICTION
1375	NA	ENTAILMENT
1377	NA	CONTRADICTION
1382	NA	NEUTRAL
1383	NA	CONTRADICTION
1391	NA	NEUTRAL
1392	NA	NEUTRAL
1393	NA	NEUTRAL
1394	NA	ENTAILMENT
1395	NA	NEUTRAL
1397	NA	CONTRADICTION
1398	NA	NEUTRAL
1401	NA	NEUTRAL
1402	NA	NEUTRAL
1406	NA	CONTRADICTION
1411	NA	NEUTRAL
1413	NA	ENTAILMENT
1416	NA	ENTAILMENT
1418	NA	NEUTRAL
1420	NA	ENTAILMENT
1422	NA	ENTAILMENT
1423	NA	ENTAILMENT
1424	NA	CONTRADICTION
1425	NA	NEUTRAL
1426	NA	NEUTRAL
1428	NA	NEUTRAL
1430	NA	ENTAILMENT
1433	NA	CONTRADICTION
1436	NA	ENTAILMENT
1437	NA	CONTRADICTION
1439	NA	ENTAILMENT
1440	NA	CONTRADICTION
1441	NA	ENTAILMENT
1442	NA	NEUTRAL
1445	NA	NEUTRAL
1447	NA	NEUTRAL
1449	NA	NEUTRAL
1450	NA	ENTAILMENT
1451	NA	CONTRADICTION
1452	NA	NEUTRAL
1454	NA	NEUTRAL
1456	NA	NEUTRAL
1457	NA	ENTAILMENT
1459	NA	NEUTRAL
1460	NA	NEUTRAL
1462	NA	NEUTRAL
1465	NA	NEUTRAL
1468	NA	ENTAILMENT
1471	NA	NEUTRAL
1472	NA	NEUTRAL
1475	NA	ENTAILMENT
1477	NA	ENTAILMENT
1478	NA	CONTRADICTION
1485	NA	CONTRADICTION
1490	NA	NEUTRAL
1491	NA	NEUTRAL
1492	NA	NEUTRAL
1496	NA	CONTRADICTION
1497	NA	NEUTRAL
1500	NA	CONTRADICTION
1502	NA	NEUTRAL
1507	NA	NEUTRAL
1508	NA	NEUTRAL
1510	NA	NEUTRAL
1512	NA	NEUTRAL
1515	NA	NEUTRAL
1516	NA	NEUTRAL
1518	NA	NEUTRAL
1520	NA	NEUTRAL
1522	NA	ENTAILMENT
1526	NA	NEUTRAL
1528	NA	ENTAILMENT
1529	NA	ENTAILMENT
1530	NA	ENTAILMENT
1533	NA	NEUTRAL
1537	NA	NEUTRAL
1539	NA	CONTRADICTION
1540	NA	ENTAILMENT
1542	NA	ENTAILMENT
1543	NA	NEUTRAL
1544	NA	NEUTRAL
1546	NA	NEUTRAL
1548	NA	CONTRADICTION
1554	NA	CONTRADICTION
1555	NA	NEUTRAL
1556	NA	ENTAILMENT
1560	NA	NEUTRAL
1561	NA	ENTAILMENT
1562	NA	NEUTRAL
1564	NA	NEUTRAL
1567	NA	ENTAILMENT
1568	NA	ENTAILMENT
1569	NA	ENTAILMENT
1571	NA	NEUTRAL
1572	NA	NEUTRAL
1577	NA	NEUTRAL
1578	NA	ENTAILMENT
1579	NA	CONTRADICTION
1581	NA	CONTRADICTION
1583	NA	NEUTRAL
1589	NA	NEUTRAL
1590	NA	NEUTRAL
1593	NA	NEUTRAL
1594	NA	NEUTRAL
1596	NA	ENTAILMENT
1597	NA	NEUTRAL
1598	NA	ENTAILMENT
1600	NA	NEUTRAL
1602	NA	NEUTRAL
1603	NA	NEUTRAL
1605	NA	NEUTRAL
1611	NA	CONTRADICTION
1613	NA	NEUTRAL
1616	NA	NEUTRAL
1617	NA	NEUTRAL
1619	NA	ENTAILMENT
1620	NA	ENTAILMENT
1622	NA	NEUTRAL
1623	NA	NEUTRAL
1624	NA	NEUTRAL
1630	NA	ENTAILMENT
1633	NA	NEUTRAL
1634	NA	NEUTRAL
1636	NA	NEUTRAL
1637	NA	NEUTRAL
1638	NA	NEUTRAL
1642	NA	NEUTRAL
1644	NA	CONTRADICTION
1645	NA	NEUTRAL
1654	NA	CONTRADICTION
1656	NA	ENTAILMENT
1658	NA	ENTAILMENT
1662	NA	NEUTRAL
1664	NA	ENTAILMENT
1665	NA	ENTAILMENT
1666	NA	NEUTRAL
1667	NA	ENTAILMENT
1672	NA	NEUTRAL
1674	NA	NEUTRAL
1678	NA	CONTRADICTION
1679	NA	ENTAILMENT
1681	NA	CONTRADICTION
1683	NA	NEUTRAL
1684	NA	CONTRADICTION
1685	NA	ENTAILMENT
1686	NA	NEUTRAL
1688	NA	NEUTRAL
1689	NA	ENTAILMENT
1692	NA	NEUTRAL
1693	NA	ENTAILMENT
1695	NA	ENTAILMENT
1696	NA	NEUTRAL
1698	NA	NEUTRAL
1699	NA	ENTAILMENT
1701	NA	NEUTRAL
1704	NA	ENTAILMENT
1709	NA	NEUTRAL
1710	NA	NEUTRAL
1713	NA	CONTRADICTION
1717	NA	NEUTRAL
1718	NA	CONTRADICTION
1720	NA	CONTRADICTION
1722	NA	ENTAILMENT
1725	NA	ENTAILMENT
1726	NA	CONTRADICTION
1727	NA	ENTAILMENT
1728	NA	NEUTRAL
1730	NA	NEUTRAL
1731	NA	NEUTRAL
1732	NA	NEUTRAL
1734	NA	NEUTRAL
1735	NA	CONTRADICTION
1737	NA	CONTRADICTION
1738	NA	NEUTRAL
1739	NA	NEUTRAL
1740	NA	NEUTRAL
1742	NA	NEUTRAL
1743	NA	ENTAILMENT
1744	NA	CONTRADICTION
1745	NA	ENTAILMENT
1746	NA	NEUTRAL
1748	NA	NEUTRAL
1749	NA	NEUTRAL
1750	NA	NEUTRAL
1752	NA	NEUTRAL
1758	NA	CONTRADICTION
1760	NA	NEUTRAL
1761	NA	NEUTRAL
1762	NA	NEUTRAL
1763	NA	NEUTRAL
1764	NA	NEUTRAL
1767	NA	NEUTRAL
1768	NA	ENTAILMENT
1769	NA	CONTRADICTION
1770	NA	NEUTRAL
1774	NA	NEUTRAL
1775	NA	NEUTRAL
1778	NA	ENTAILMENT
1779	NA	ENTAILMENT
1785	NA	NEUTRAL
1786	NA	NEUTRAL
1788	NA	NEUTRAL
1790	NA	CONTRADICTION
1793	NA	CONTRADICTION
1794	NA	NEUTRAL
1795	NA	NEUTRAL
1796	NA	NEUTRAL
1797	NA	NEUTRAL
1799	NA	NEUTRAL
1800	NA	NEUTRAL
1801	NA	NEUTRAL
1802	NA	ENTAILMENT
1803	NA	CONTRADICTION
1804	NA	ENTAILMENT
1805	NA	CONTRADICTION
1806	NA	NEUTRAL
1810	NA	NEUTRAL
1813	NA	NEUTRAL
1816	NA	ENTAILMENT
1817	NA	CONTRADICTION
1819	NA	NEUTRAL
1821	NA	NEUTRAL
1824	NA	NEUTRAL
1826	NA	ENTAILMENT
1827	NA	NEUTRAL
1828	NA	NEUTRAL
1831	NA	ENTAILMENT
1833	NA	NEUTRAL
1834	NA	NEUTRAL
1835	NA	NEUTRAL
1836	NA	NEUTRAL
1837	NA	NEUTRAL
1838	NA	NEUTRAL
1843	NA	CONTRADICTION
1845	NA	NEUTRAL
1848	NA	NEUTRAL
1850	NA	ENTAILMENT
1855	NA	NEUTRAL
1856	NA	NEUTRAL
1857	NA	NEUTRAL
1858	NA	NEUTRAL
1859	NA	ENTAILMENT
1860	NA	NEUTRAL
1862	NA	ENTAILMENT
1863	NA	CONTRADICTION
1864	NA	NEUTRAL
1865	NA	NEUTRAL
1867	NA	NEUTRAL
1868	NA	NEUTRAL
1870	NA	NEUTRAL
1871	NA	NEUTRAL
1872	NA	ENTAILMENT
1875	NA	ENTAILMENT
1880	NA	ENTAILMENT
1883	NA	NEUTRAL
1885	NA	ENTAILMENT
1889	NA	NEUTRAL
1890	NA	NEUTRAL
1891	NA	NEUTRAL
1893	NA	NEUTRAL
1895	NA	NEUTRAL
1896	NA	NEUTRAL
1899	NA	NEUTRAL
1901	NA	CONTRADICTION
1902	NA	NEUTRAL
1903	NA	NEUTRAL
1905	NA	NEUTRAL
1906	NA	NEUTRAL
1911	NA	NEUTRAL
1913	NA	CONTRADICTION
1914	NA	NEUTRAL
1915	NA	NEUTRAL
1916	NA	NEUTRAL
1917	NA	NEUTRAL
1920	NA	NEUTRAL
1922	NA	ENTAILMENT
1923	NA	NEUTRAL
1924	NA	NEUTRAL
1925	NA	NEUTRAL
1926	NA	CONTRADICTION
1928	NA	NEUTRAL
1929	NA	NEUTRAL
1930	NA	NEUTRAL
1931	NA	NEUTRAL
1932	NA	NEUTRAL
1933	NA	NEUTRAL
1937	NA	ENTAILMENT
1938	NA	NEUTRAL
1941	NA	NEUTRAL
1945	NA	CONTRADICTION
1947	NA	NEUTRAL
1950	NA	NEUTRAL
1951	NA	NEUTRAL
1953	NA	ENTAILMENT
1956	NA	ENTAILMENT
1957	NA	NEUTRAL
1958	NA	NEUTRAL
1959	NA	NEUTRAL
1960	NA	NEUTRAL
1962	NA	NEUTRAL
1965	NA	NEUTRAL
1966	NA	NEUTRAL
1968	NA	CONTRADICTION
