pair_ID	entailment_judgment	relatedness_score
109	NA	4.03886	0.759714936283475
110	NA	4.5982604	0.8995651095842551
111	NA	4.4559627	0.8639906165229618
114	NA	3.162818	0.5407045073341703
115	NA	3.037037	0.5092592333362372
118	NA	4.796067	0.9490168617331082
121	NA	4.929724	0.9824310288209012
123	NA	4.2485867	0.8121466152442073
125	NA	4.052821	0.7632052660659318
128	NA	4.2114515	0.8028628271024824
132	NA	4.6378675	0.9094669128902775
134	NA	4.7325325	0.9331331763673004
135	NA	3.976728	0.7441819867631048
137	NA	3.9600725	0.7400181223841357
138	NA	4.26533	0.8163325079178478
142	NA	4.265363	0.8163408609183649
143	NA	4.17915	0.7947875761781412
144	NA	3.806653	0.7016632265734924
145	NA	2.8700213	0.46750533578221204
147	NA	3.820295	0.7050737993968569
149	NA	4.8123655	0.953091392562292
151	NA	4.7703476	0.9425869487299942
152	NA	3.4554548	0.6138636878019126
153	NA	4.5326576	0.8831644002937422
154	NA	3.509922	0.6274805339867467
155	NA	4.514001	0.8785002242713378
156	NA	4.2516646	0.8129162167293656
157	NA	4.7640038	0.9410009535141725
158	NA	4.896004	0.9740011094926667
160	NA	4.685217	0.9213042011673792
162	NA	4.2093573	0.8023393392749711
165	NA	4.161578	0.7903945308882007
166	NA	4.157084	0.7892710332660717
167	NA	4.6368947	0.9092236545994706
168	NA	4.863873	0.9659682631460713
169	NA	4.9471335	0.9867834130292196
171	NA	4.9023705	0.9755926557772555
172	NA	4.5913596	0.8978398628577674
174	NA	4.527058	0.8817644838604913
175	NA	4.6183357	0.9045839515813644
177	NA	4.524171	0.8810426705428643
178	NA	4.7210503	0.930262532727913
179	NA	4.5837784	0.895944590621923
180	NA	4.883188	0.9707969860565309
181	NA	4.615918	0.903979505929901
182	NA	4.665313	0.9163282470528081
187	NA	3.648392	0.6620980191898442
189	NA	3.66297	0.6657424899050358
190	NA	3.7780788	0.6945196823543954
191	NA	4.758752	0.9396879804258715
193	NA	4.9068036	0.9767009134452985
195	NA	4.59139	0.8978475559756626
196	NA	4.474651	0.8686627559304683
198	NA	4.2807546	0.8201886421095571
199	NA	4.5176353	0.879408843259628
203	NA	4.6565723	0.9141431267164675
204	NA	3.9441438	0.7360359347146169
206	NA	4.090307	0.7725767683063257
207	NA	3.7469735	0.6867433897696418
208	NA	4.0854106	0.7713526804398894
209	NA	4.8320026	0.958000704781458
210	NA	4.326185	0.8315463046378666
212	NA	4.7345653	0.9336413074109774
213	NA	3.5336707	0.6334176523741722
214	NA	3.6199112	0.6549778012032001
220	NA	4.8591757	0.964793973600342
221	NA	4.6533585	0.913339652514903
222	NA	5.0	0.999999997985569
229	NA	4.9966855	0.9991713731781146
230	NA	3.775876	0.6939689845876149
231	NA	4.917315	0.9793287390493189
235	NA	3.6246693	0.6561673391185389
239	NA	4.001239	0.7503096841997169
242	NA	4.7105923	0.9276480560126956
243	NA	4.682967	0.9207417623720812
244	NA	4.507687	0.8769217207459786
245	NA	4.6482196	0.9120548965843304
246	NA	3.9671412	0.7417852905678864
247	NA	4.161879	0.7904697703712736
250	NA	4.160903	0.7902257383246707
251	NA	3.752492	0.6881229725083065
252	NA	4.1280518	0.7820129963024205
255	NA	4.9066143	0.9766536189880813
261	NA	4.3742476	0.8435619091110411
262	NA	4.870183	0.9675457296369011
263	NA	4.9344816	0.9836204167211484
264	NA	4.7698216	0.9424554328116498
267	NA	4.0706472	0.7676617818787138
268	NA	4.086043	0.771510723138521
270	NA	4.0640397	0.7660099582837389
271	NA	4.371832	0.8429580056329813
274	NA	4.8036947	0.950923740261646
275	NA	4.6554184	0.9138545842633182
278	NA	3.9834118	0.7458529290442213
281	NA	4.0374694	0.7593673392680662
282	NA	4.9576845	0.989421110011198
284	NA	4.318834	0.829708446222945
288	NA	4.4303966	0.8575991698225507
290	NA	4.4294167	0.857354192462965
292	NA	4.1801467	0.7950366946276045
294	NA	4.8926578	0.9731644859769735
295	NA	3.4800806	0.6200201631006148
297	NA	3.5609307	0.6402326810354705
298	NA	2.92011	0.4800275078337169
299	NA	3.3617666	0.59044161687307
300	NA	4.7364173	0.934104342278651
306	NA	3.8543694	0.7135923789348805
307	NA	4.1588197	0.7897048804231896
308	NA	4.130304	0.7825759608335329
314	NA	4.878232	0.96955804057547
316	NA	4.1762505	0.7940625953584342
318	NA	4.400589	0.8501472748717191
319	NA	4.113741	0.7784352677407487
320	NA	4.0437474	0.7609368077369852
321	NA	4.228328	0.8070820310406613
322	NA	4.9887915	0.99719784117862
324	NA	4.6579065	0.9144766314022168
325	NA	4.070636	0.7676589018426125
326	NA	4.2800684	0.8200171073174708
328	NA	4.2550826	0.813770681228136
330	NA	4.2443476	0.8110868824952393
334	NA	4.967695	0.991923809579541
336	NA	4.1928883	0.7982220517856343
337	NA	3.607686	0.6519215299866087
343	NA	4.602472	0.9006179934129321
345	NA	3.9434464	0.7358616205345007
348	NA	4.0976167	0.7744042132410144
349	NA	4.339314	0.8348285373975256
350	NA	4.3334966	0.8333741106557484
352	NA	4.5704827	0.8926207258506933
353	NA	4.8830476	0.9707619499766852
355	NA	4.265939	0.816484857110119
356	NA	4.107292	0.7768230611815589
357	NA	4.2120824	0.8030205854917767
359	NA	3.8495598	0.7123899242929458
364	NA	4.7188363	0.9297090932676894
365	NA	4.8378615	0.9594653580104847
368	NA	4.605822	0.9014554966655749
369	NA	4.548834	0.8872084103080995
371	NA	4.9663725	0.9915930806672889
376	NA	4.6153955	0.9038488460700151
383	NA	4.7032776	0.9258194147711801
385	NA	4.828663	0.9571657054422094
386	NA	4.5421767	0.8855441869787968
388	NA	4.6224585	0.9056146267327264
389	NA	4.6181426	0.9045356230556455
399	NA	4.0782676	0.7695668560776532
400	NA	4.260933	0.8152332773090242
401	NA	4.4079785	0.851994630034844
405	NA	4.736356	0.9340889870862091
406	NA	3.2271314	0.5567828180481138
407	NA	3.0227065	0.5056766035776922
408	NA	3.2616062	0.5654015445577507
411	NA	4.8647413	0.9661853797710414
412	NA	4.558384	0.8895960395477956
414	NA	4.7555957	0.9388989042351658
416	NA	4.249923	0.8124807604227018
418	NA	4.4010873	0.850271791689021
419	NA	4.613686	0.9034214640330496
420	NA	4.2471695	0.811792415265036
421	NA	4.3833055	0.8458263585337233
424	NA	4.7165327	0.9291332350577611
425	NA	4.1710534	0.7927633781018139
426	NA	4.7227755	0.9306938396405107
429	NA	4.4851966	0.8712991671844565
430	NA	4.4731097	0.8682774592484697
431	NA	4.363752	0.8409379643375721
432	NA	4.5179315	0.8794828097034473
433	NA	4.8116565	0.9529140973757663
437	NA	4.265485	0.8163712216557457
443	NA	4.650634	0.912658435017973
444	NA	4.3889456	0.8472363411776688
445	NA	4.2275805	0.8068951302591352
448	NA	4.430213	0.8575532298720628
452	NA	4.473975	0.8684938119858188
453	NA	4.5016203	0.875405103793903
455	NA	4.00845	0.7521125003748387
456	NA	4.2459416	0.8114854359638509
458	NA	3.4649668	0.6162416912496556
459	NA	3.7550807	0.6887702002203367
460	NA	3.870134	0.7175335365115595
463	NA	4.532316	0.8830789928257049
464	NA	4.8313904	0.9578475395025969
466	NA	4.6342945	0.9085736059139851
467	NA	4.4992523	0.8748130571431549
468	NA	4.1959386	0.7989846525505545
469	NA	4.8508167	0.9627041558710925
471	NA	4.535254	0.8838135132738401
472	NA	4.508013	0.8770032496924687
474	NA	4.2929077	0.8232269166684798
478	NA	3.7734475	0.6933618836457764
479	NA	3.9084392	0.7271097720712432
480	NA	3.7838387	0.6959596744205523
481	NA	4.2104745	0.8026186696926724
482	NA	4.905033	0.9762583373935294
483	NA	4.0463743	0.7615936114716091
487	NA	4.5909514	0.8977378058508094
488	NA	4.321093	0.8302732191439329
490	NA	4.552368	0.8880920007111734
492	NA	4.6441684	0.9110421147161126
493	NA	4.670539	0.917634776754876
495	NA	4.6847053	0.9211763237147678
498	NA	4.342948	0.8357369747826476
501	NA	4.116338	0.7790844703461588
502	NA	4.6699347	0.9174837027189795
503	NA	4.7407393	0.9351848654510064
504	NA	4.4384346	0.8596086250838595
509	NA	4.4285245	0.857131071374564
510	NA	4.3681154	0.8420288819588134
511	NA	4.287943	0.8219857461520378
512	NA	4.4617867	0.8654466715811019
517	NA	4.517323	0.8793307270020148
518	NA	4.9925637	0.9981409431882028
519	NA	4.933273	0.9833181529754832
521	NA	4.4934573	0.8733643860232547
523	NA	3.9617012	0.7404252790221673
525	NA	4.182699	0.7956748105027339
532	NA	4.622205	0.9055512214231919
533	NA	4.67513	0.918782473719884
534	NA	4.5305505	0.8826375852268082
536	NA	4.371196	0.8427989312720766
537	NA	4.4652634	0.8663158023437918
539	NA	4.527739	0.8819347950319945
540	NA	4.49232	0.8730800459496697
543	NA	4.5565944	0.8891486409076894
544	NA	4.709644	0.9274109265645013
546	NA	4.8924613	0.973115348437114
547	NA	4.0838513	0.7709628256287124
549	NA	4.0595646	0.7648911624616967
553	NA	4.300357	0.8250891613202259
554	NA	4.881234	0.9703085200970626
558	NA	4.9082255	0.9770563687078108
559	NA	4.7034307	0.925857683397332
562	NA	4.083284	0.7708210254645442
563	NA	3.9968214	0.7492053643929316
566	NA	3.992614	0.7481534933777823
567	NA	4.9281473	0.9820368459156761
569	NA	4.5843306	0.8960826213753136
571	NA	4.681897	0.9204742349459621
572	NA	4.808036	0.9520089568061336
573	NA	4.6869864	0.9217465828467515
574	NA	4.4234405	0.8558601618084813
575	NA	4.5932217	0.8983054712123095
576	NA	4.617012	0.9042530512145881
577	NA	4.5932307	0.8983077150649877
578	NA	4.462107	0.8655268283228476
579	NA	4.672283	0.9180707384223283
580	NA	4.96057	0.9901424254460074
582	NA	4.8563375	0.9640843885487573
583	NA	4.684195	0.9210487451865579
584	NA	4.8677545	0.9669385588819405
585	NA	4.434373	0.858593259384668
589	NA	4.415881	0.8539702544433557
590	NA	4.5618634	0.8904658828629589
591	NA	4.8882775	0.9720693489420471
593	NA	4.8729544	0.9682385330799712
594	NA	4.701487	0.9253717409568798
595	NA	4.43159	0.8578974691232117
596	NA	4.035357	0.7588392555859289
598	NA	4.241326	0.8103314207174858
600	NA	4.9115796	0.9778949048090405
602	NA	4.3624954	0.8406238742030734
607	NA	4.1774497	0.7943624438219963
608	NA	4.016161	0.7540402445469121
610	NA	4.019099	0.7547748372631031
612	NA	4.2401085	0.8100270945029402
613	NA	4.999779	0.9999447851540717
614	NA	4.816462	0.9541155599794009
615	NA	4.576292	0.8940730376977365
616	NA	4.4963164	0.8740791610690698
618	NA	4.193856	0.7984639791843213
620	NA	4.16775	0.7919374933077032
623	NA	4.296358	0.8240894848991388
624	NA	4.3466287	0.8366572208837275
627	NA	4.347588	0.8368969861159753
633	NA	4.0312004	0.7578000846148022
635	NA	3.8935375	0.7233843824694565
636	NA	3.5270782	0.6317695511495013
639	NA	4.9187546	0.9796886152148064
640	NA	4.93257	0.9831425078311646
642	NA	4.8459125	0.9614780859332558
644	NA	4.358211	0.8395527721702045
652	NA	4.739103	0.9347757163425351
654	NA	4.361792	0.8404480228062915
656	NA	4.8179855	0.9544963474829501
658	NA	4.2401443	0.8100360877382692
659	NA	4.125598	0.7813994827589111
662	NA	4.3305144	0.8326285649564648
664	NA	4.220285	0.8050712427134169
665	NA	4.841381	0.9603452729092398
666	NA	4.4793873	0.8698468144307216
667	NA	4.905935	0.9764837073014851
669	NA	4.769737	0.9424341704381776
670	NA	4.2330785	0.808269585428221
673	NA	4.2455096	0.8113773478576568
674	NA	4.157807	0.7894517176245195
675	NA	4.129085	0.7822712800382652
677	NA	4.9474487	0.9868621760468379
681	NA	4.592466	0.8981164750057845
682	NA	4.1886864	0.7971715699959266
683	NA	3.9105957	0.7276489210060066
684	NA	3.836097	0.709024276784662
686	NA	4.10313	0.7757824261405005
688	NA	4.192456	0.7981139156715601
694	NA	4.7628055	0.9407014038057658
695	NA	4.5478387	0.8869597246090875
700	NA	4.592089	0.8980223469544408
701	NA	4.5085588	0.877139684397353
705	NA	4.094338	0.7735844549822471
706	NA	4.195216	0.7988040576855681
707	NA	4.2513766	0.8128442000740356
708	NA	3.6783469	0.6695867385478687
710	NA	3.5691545	0.6422886360185175
711	NA	4.1610346	0.7902586801057913
712	NA	4.1678286	0.7919571824618421
713	NA	4.6952095	0.9238023631190414
714	NA	4.4762206	0.8690550951064703
716	NA	4.909887	0.9774716778663186
719	NA	3.6405227	0.660130700725997
720	NA	3.6120563	0.6530140493154544
721	NA	2.7383094	0.4345773735638506
724	NA	3.2855685	0.5713921041495664
726	NA	4.748641	0.9371602174449076
739	NA	4.8152504	0.9538125756493877
740	NA	4.2448463	0.8112116030198782
742	NA	4.534835	0.8837086842475408
743	NA	3.3904293	0.5976073376901866
744	NA	3.6998029	0.6749507391249286
750	NA	3.8283107	0.7070776806909556
751	NA	3.7349668	0.6837416857617715
753	NA	4.903628	0.9759069253921816
755	NA	4.1503143	0.7875785923737404
756	NA	4.102281	0.7755702898896245
758	NA	4.307815	0.8269538105964661
763	NA	4.766197	0.9415492634843395
767	NA	4.2616215	0.8154054236122906
770	NA	4.0999427	0.7749856481145799
771	NA	4.111974	0.7779933915155657
773	NA	4.8082294	0.9520573750270388
775	NA	4.7097764	0.9274440624910875
776	NA	4.2571416	0.8142853430721996
778	NA	4.26916	0.8172900049264229
779	NA	4.3761573	0.844039307776451
781	NA	4.7834578	0.9458644454478431
782	NA	4.5972657	0.8993164362189432
786	NA	4.523836	0.880959061282698
787	NA	4.2801523	0.8200380778088411
788	NA	3.9597101	0.739927516205494
790	NA	3.9551609	0.7387902290562169
794	NA	4.892913	0.9732282602738506
795	NA	4.9572043	0.9893010902295696
798	NA	4.5270314	0.8817578814464668
800	NA	3.497185	0.624296241485469
801	NA	4.459129	0.8647822124562293
803	NA	4.2440395	0.8110098951841174
805	NA	4.8403854	0.960096359625117
806	NA	4.936125	0.9840312230873096
807	NA	4.6752768	0.9188191513981891
808	NA	4.7236776	0.9309193557251839
809	NA	4.2739954	0.8184988073682667
810	NA	4.076042	0.7690104918965227
814	NA	4.193138	0.7982845075848651
815	NA	4.174795	0.793698840151703
817	NA	4.96059	0.990147441407039
818	NA	4.749647	0.9374118073481628
819	NA	4.732386	0.9330965791226489
821	NA	4.0227394	0.7556848475429226
823	NA	3.5802076	0.6450518754516611
826	NA	3.9136355	0.7284088993121199
828	NA	4.912409	0.9781022600496899
829	NA	4.8582487	0.9645621956866011
832	NA	4.4986777	0.8746693978527925
833	NA	4.0508976	0.7627244415201675
834	NA	3.6969116	0.6742279107495405
835	NA	4.064458	0.7661144199710843
837	NA	4.08843	0.7721074477514113
838	NA	4.1551867	0.7887967044605398
840	NA	4.759621	0.9399052480664456
842	NA	4.555299	0.8888246425718809
843	NA	4.8844275	0.9711068383168004
847	NA	4.207167	0.8017917857371446
849	NA	4.41747	0.8543674776205515
850	NA	4.283542	0.8208855728361928
853	NA	4.860665	0.9651662039014749
854	NA	4.0661345	0.7665336228161417
856	NA	4.9991164	0.9997790637626022
861	NA	3.7057474	0.676436841393779
863	NA	4.371554	0.8428884197818693
865	NA	4.3145027	0.8286256802794272
871	NA	3.6564023	0.6641005749165653
875	NA	4.0614266	0.7653566895609121
877	NA	4.857788	0.9644470368894598
884	NA	3.3487763	0.5871941069077712
885	NA	3.8191662	0.7047915506257012
886	NA	3.7309604	0.6827400917811616
890	NA	4.824551	0.9561377849662959
891	NA	4.15998	0.7899949941980993
894	NA	4.4099765	0.8524941267952494
896	NA	4.35599	0.8389974762481613
897	NA	3.9973092	0.749327293925041
900	NA	4.8502774	0.9625693977085609
901	NA	4.797951	0.9494878087636568
903	NA	4.584012	0.8960030504305907
905	NA	4.474478	0.8686194097460677
907	NA	4.4431868	0.8607966461437949
911	NA	4.467674	0.8669184643655325
912	NA	4.851309	0.9628272649872947
914	NA	4.991547	0.9978868327981149
916	NA	4.5365825	0.8841456077198577
918	NA	3.4249275	0.6062318787437858
919	NA	3.611216	0.6528039874249517
921	NA	3.397605	0.5994012266386574
923	NA	4.629029	0.9072571440360044
924	NA	4.8255544	0.9563886480205258
925	NA	4.4964676	0.8741169021147192
926	NA	4.6970263	0.924256599105602
928	NA	4.1010904	0.7752725581298643
929	NA	4.215613	0.8039032506824947
930	NA	4.771719	0.942929701287775
934	NA	4.913268	0.9783169951583564
937	NA	4.886091	0.9715228501019255
938	NA	4.633134	0.9082835000931703
939	NA	4.3660502	0.8415125295871428
941	NA	4.201182	0.8002954236276055
942	NA	4.013746	0.75343640063792
946	NA	4.0449233	0.7612308087455736
951	NA	4.8372407	0.9593102214281916
952	NA	4.3646035	0.841150926737742
954	NA	3.699704	0.6749259624788841
955	NA	3.863465	0.7158662724640279
958	NA	3.698028	0.6745069968003553
964	NA	4.641141	0.9102852599298471
965	NA	4.719102	0.9297754564824805
966	NA	4.4846697	0.8711673901820283
968	NA	4.2441134	0.8110283242984742
969	NA	4.4163938	0.8540984532397501
971	NA	4.392668	0.8481669224598035
972	NA	4.4197426	0.8549356773712325
974	NA	4.567832	0.8919579427788278
976	NA	4.9278774	0.9819693470544133
977	NA	4.8693943	0.9673486147218452
981	NA	3.7050765	0.6762691210642333
982	NA	4.249722	0.8124304429966555
983	NA	3.8501074	0.7125268843053242
986	NA	4.964326	0.9910814471276117
990	NA	4.956536	0.9891339761527858
992	NA	4.1619473	0.7904867687054379
993	NA	4.1460557	0.7865139579936111
995	NA	4.0984983	0.7746245402200143
997	NA	3.946393	0.7365982430863974
999	NA	4.877139	0.969284773638909
1001	NA	4.9336276	0.9834068494915077
1003	NA	4.434896	0.8587240467116333
1005	NA	4.4571652	0.8642912830137865
1006	NA	4.3581214	0.8395303151796538
1011	NA	4.6074457	0.9018614039629825
1012	NA	4.31064	0.8276600074087552
1013	NA	4.4858704	0.8714675308255819
1014	NA	4.389482	0.8473705491152912
1015	NA	4.393369	0.8483422871070232
1017	NA	4.113658	0.7784144629389015
1020	NA	4.2732034	0.818300806145359
1023	NA	4.4603715	0.8650928558822333
1024	NA	4.7983727	0.9495931947713113
1025	NA	4.6527014	0.9131753737831313
1027	NA	4.0275846	0.7568961302670052
1030	NA	4.2292595	0.8073148883811758
1032	NA	4.8203287	0.9550822017308502
1034	NA	4.511964	0.8779909264870742
1035	NA	4.9986906	0.9996726871221857
1036	NA	4.7146173	0.9286543239469337
1040	NA	3.5304399	0.6326099837662676
1041	NA	3.2996624	0.5749155782665052
1042	NA	3.4955637	0.6238909162387979
1051	NA	4.015739	0.7539347455550023
1056	NA	4.0208473	0.7552117775330045
1058	NA	4.888584	0.9721459863061015
1059	NA	4.9081697	0.9770424286490016
1060	NA	4.734846	0.9337114957031896
1062	NA	4.652543	0.9131357448328503
1063	NA	4.510994	0.8777484920039279
1066	NA	4.3889165	0.8472290745484006
1067	NA	4.4070544	0.8517635568850414
1070	NA	4.5017138	0.8754284282756668
1071	NA	4.838814	0.9597034803008778
1072	NA	4.660072	0.9150179032741251
1073	NA	4.996717	0.9991791977646441
1075	NA	4.626771	0.9066928019710008
1077	NA	4.605753	0.9014382458783592
1078	NA	4.4473343	0.861833543121964
1079	NA	4.648846	0.9122115724684452
1081	NA	4.761417	0.9403541798460322
1085	NA	5.0	0.9999999999999998
1086	NA	4.8739085	0.9684770939976419
1089	NA	4.565652	0.8914129860485359
1098	NA	4.832448	0.9581120382193967
1100	NA	3.7334974	0.6833743662978672
1101	NA	3.4889622	0.6222405678911147
1103	NA	3.8931475	0.7232868522562109
1106	NA	4.8926396	0.973159871505465
1107	NA	4.8651257	0.966281359581245
1110	NA	4.5632396	0.8908099166962483
1113	NA	3.5000155	0.6250038544628485
1114	NA	3.5761142	0.6440285254924336
1116	NA	3.6094	0.6523500241399446
1121	NA	4.1451435	0.7862858604210926
1123	NA	4.751268	0.9378170130111494
1124	NA	4.184623	0.7961556841346181
1126	NA	4.861035	0.9652587411444494
1127	NA	4.830739	0.9576847344802734
1130	NA	4.764865	0.9412161821509168
1131	NA	5.0	1.0000000002695395
1132	NA	3.7998161	0.6999540577643589
1134	NA	3.8652256	0.7163063613396441
1136	NA	3.8033786	0.7008446364669586
1138	NA	3.8652253	0.7163063516953915
1139	NA	4.3887362	0.8471840852768965
1140	NA	4.0674577	0.7668644645126591
1141	NA	4.9181376	0.979534390362417
1142	NA	4.4305925	0.8576481195934449
1143	NA	4.2269363	0.8067340673226973
1144	NA	3.736541	0.6841352651089865
1146	NA	3.181628	0.5454070134684004
1148	NA	4.5888357	0.8972089656534942
1150	NA	4.809817	0.9524542522768619
1151	NA	4.417964	0.8544910276586434
1152	NA	4.6112876	0.9028219382561526
1156	NA	4.789732	0.9474330112004992
1158	NA	4.7316136	0.9329033504529851
1159	NA	4.668594	0.9171484826583076
1160	NA	4.7072005	0.9268000963136239
1163	NA	4.304292	0.8260730376666927
1164	NA	4.4878693	0.8719672770580879
1166	NA	4.6291595	0.9072898235544372
1168	NA	4.64111	0.910277506934045
1171	NA	4.0911736	0.7727934568492295
1172	NA	4.6004534	0.9001132952094962
1173	NA	4.0917454	0.7729363695338254
1174	NA	4.943679	0.9859196962559146
1176	NA	4.650507	0.9126267426057115
1181	NA	4.3385143	0.8346286240424811
1183	NA	4.1678543	0.7919635840935114
1185	NA	4.952473	0.9881182560615689
1186	NA	4.7916803	0.9479201103454757
1187	NA	4.8818836	0.9704709183370679
1189	NA	4.702656	0.9256639298312015
1197	NA	4.433906	0.8584765485171093
1198	NA	4.557806	0.8894514538804823
1199	NA	4.589341	0.8973352604834761
1201	NA	4.403825	0.8509562484519022
1203	NA	4.253085	0.8132712613201317
1204	NA	4.605849	0.9014621897216277
1208	NA	4.980392	0.9950979370239321
1209	NA	4.816098	0.9540245668181258
1210	NA	3.7680101	0.6920025058180693
1211	NA	3.6892939	0.6723234736099286
1216	NA	4.161741	0.7904352433254799
1217	NA	4.20325	0.8008124492159883
1218	NA	4.637006	0.90925149558543
1220	NA	3.7847567	0.6961891924951196
1223	NA	4.152264	0.7880660130502772
1224	NA	4.889359	0.972339799546783
1225	NA	4.158499	0.7896246847821178
1226	NA	4.6833835	0.9208458748855838
1229	NA	4.121211	0.7803027960828808
1231	NA	4.1381354	0.7845338971576924
1233	NA	4.788882	0.947220496008098
1234	NA	4.5673575	0.8918394187998915
1235	NA	4.1028776	0.775719367489368
1238	NA	4.5956135	0.8989034210626319
1243	NA	4.154465	0.7886162669950607
1245	NA	4.1490464	0.7872615479804209
1247	NA	4.083219	0.7708047863776482
1250	NA	4.9349594	0.983739801024222
1252	NA	3.9716797	0.7429198924722287
1253	NA	4.960115	0.9900286983293142
1254	NA	4.840759	0.9601897107023493
1256	NA	4.392941	0.8482352712100967
1257	NA	4.5403066	0.8850766839547206
1258	NA	3.6186118	0.6546529654767176
1260	NA	4.785715	0.9464288333714799
1261	NA	4.839322	0.9598304917779249
1262	NA	4.5212965	0.8803240827443077
1263	NA	3.9180117	0.7295029007132199
1264	NA	4.6204996	0.905124934242802
1265	NA	3.1537411	0.5384352549887308
1267	NA	4.0542855	0.7635713871989778
1269	NA	4.71988	0.9299700588550927
1272	NA	4.758988	0.9397470318259561
1277	NA	4.71773	0.9294325009218509
1278	NA	4.5254874	0.881371856208088
1279	NA	4.7211757	0.9302938894508608
1281	NA	3.9661376	0.7415344135694398
1285	NA	4.5621367	0.8905342040182205
1286	NA	4.504372	0.8760930221832124
1288	NA	4.4195876	0.8548969196144302
1289	NA	4.840762	0.9601905339277199
1290	NA	4.819831	0.9549576786882619
1295	NA	4.84322	0.9608050982920356
1296	NA	4.2176585	0.804414644734071
1298	NA	4.5660787	0.8915196213583033
1299	NA	4.317982	0.8294955349336232
1300	NA	4.13536	0.7838399821882668
1301	NA	4.746248	0.9365619455148225
1304	NA	4.6398954	0.9099738673107913
1306	NA	3.75148	0.6878700547164386
1307	NA	4.549613	0.8874033004209958
1309	NA	4.502057	0.8755142384440633
1310	NA	4.146447	0.7866118426817394
1312	NA	4.714998	0.9287495000086392
1313	NA	3.9069402	0.7267350499491226
1314	NA	3.396778	0.599194528825253
1315	NA	3.5655315	0.6413828956881468
1316	NA	3.3633614	0.5908403371009485
1320	NA	5.0	1.0000000008978995
1322	NA	3.187064	0.5467659978792546
1323	NA	5.0	1.0000000023587694
1324	NA	4.522532	0.880633000006425
1325	NA	3.138443	0.5346107472688191
1327	NA	4.871154	0.9677884424283459
1330	NA	4.943889	0.9859723432272558
1331	NA	4.8900533	0.9725132860050195
1332	NA	4.878358	0.9695894580715823
1334	NA	4.4836607	0.8709151782813804
1337	NA	4.451889	0.8629722708852001
1338	NA	4.3921285	0.848032063423193
1339	NA	4.4941473	0.8735368158506149
1340	NA	4.256275	0.8140687920897126
1343	NA	4.2372723	0.8093181121333171
1347	NA	4.144401	0.7861002478157385
1348	NA	4.723309	0.9308272502340548
1349	NA	4.6587405	0.9146851854350346
1351	NA	4.9954734	0.9988683151992803
1353	NA	4.6501718	0.9125429173498596
1356	NA	4.3490095	0.8372524376913928
1357	NA	4.640986	0.9102464806733452
1360	NA	4.3476043	0.8369010474430986
1362	NA	4.4168677	0.8542169005104909
1363	NA	4.563749	0.8909371905609735
1364	NA	3.973689	0.7434222693644391
1366	NA	4.281271	0.8203177429761135
1367	NA	4.7073827	0.9268456655433758
1369	NA	4.4978933	0.874473350487499
1370	NA	4.7882147	0.9470536725364388
1374	NA	4.1262565	0.7815641630880013
1375	NA	4.6110954	0.9027739124729404
1377	NA	4.806342	0.9515855756442367
1382	NA	4.2727795	0.818194902488276
1383	NA	4.2573905	0.8143476126905633
