pair_ID	relatedness_score	entailment_judgment
137	2.91609	CONTRADICTION
138	2.27232	NEUTRAL
142	4.03727	ENTAILMENT
143	3.77071	CONTRADICTION
144	3.13453	NEUTRAL
145	2.24158	NEUTRAL
147	2.80694	NEUTRAL
149	4.16794	ENTAILMENT
151	3.95439	ENTAILMENT
152	3.63191	ENTAILMENT
153	4.08902	CONTRADICTION
154	3.69046	CONTRADICTION
155	3.88828	CONTRADICTION
156	3.70028	CONTRADICTION
157	4.13901	CONTRADICTION
158	4.43381	ENTAILMENT
160	3.88328	ENTAILMENT
162	3.32307	CONTRADICTION
165	3.32493	NEUTRAL
166	3.32187	CONTRADICTION
167	3.90221	CONTRADICTION
168	4.04209	ENTAILMENT
169	4.06119	CONTRADICTION
171	4.07927	CONTRADICTION
172	3.47858	NEUTRAL
174	3.35441	NEUTRAL
175	3.60348	NEUTRAL
177	3.35916	NEUTRAL
178	4.09991	CONTRADICTION
179	3.73351	CONTRADICTION
180	3.99457	CONTRADICTION
181	3.81786	NEUTRAL
182	3.87963	ENTAILMENT
187	3.43737	CONTRADICTION
189	3.43332	CONTRADICTION
190	3.42542	CONTRADICTION
191	4.11773	CONTRADICTION
193	3.93686	CONTRADICTION
195	4.02089	CONTRADICTION
196	3.8499	CONTRADICTION
198	3.79877	CONTRADICTION
199	3.92259	CONTRADICTION
203	4.06095	ENTAILMENT
204	2.97707	CONTRADICTION
206	3.152	CONTRADICTION
207	3.14687	CONTRADICTION
208	3.14687	CONTRADICTION
209	4.15256	CONTRADICTION
210	3.97291	ENTAILMENT
212	4.18241	ENTAILMENT
213	1.7995	NEUTRAL
214	1.78478	NEUTRAL
220	3.97515	ENTAILMENT
221	3.9413	CONTRADICTION
222	4.38239	ENTAILMENT
229	4.28478	ENTAILMENT
230	4.20116	ENTAILMENT
231	4.34799	ENTAILMENT
235	3.08148	NEUTRAL
239	3.1994	NEUTRAL
242	3.89416	ENTAILMENT
243	3.88614	CONTRADICTION
244	4.20397	ENTAILMENT
245	4.24384	ENTAILMENT
246	3.51796	ENTAILMENT
247	3.96533	ENTAILMENT
250	3.91965	ENTAILMENT
251	3.73238	ENTAILMENT
252	3.86853	ENTAILMENT
255	4.17553	ENTAILMENT
261	2.80524	NEUTRAL
262	4.22948	ENTAILMENT
263	4.12136	ENTAILMENT
264	4.09895	ENTAILMENT
267	3.25747	NEUTRAL
268	3.25742	NEUTRAL
270	3.34268	NEUTRAL
271	3.6309	NEUTRAL
274	4.23826	ENTAILMENT
275	3.86548	ENTAILMENT
278	3.03072	NEUTRAL
281	2.99254	NEUTRAL
282	4.13628	ENTAILMENT
284	4.16223	ENTAILMENT
288	3.25712	NEUTRAL
290	3.25748	NEUTRAL
292	3.40461	CONTRADICTION
294	3.97101	NEUTRAL
295	3.10389	CONTRADICTION
297	2.82824	NEUTRAL
298	2.98979	NEUTRAL
299	3.1274	CONTRADICTION
300	4.18268	ENTAILMENT
306	2.37491	NEUTRAL
307	2.67007	NEUTRAL
308	2.75519	NEUTRAL
314	4.21259	ENTAILMENT
316	2.74319	NEUTRAL
318	2.96951	CONTRADICTION
319	2.97872	NEUTRAL
320	2.75857	NEUTRAL
321	2.75729	NEUTRAL
322	4.43381	ENTAILMENT
324	4.11141	ENTAILMENT
325	3.95405	ENTAILMENT
326	2.59558	NEUTRAL
328	2.13902	NEUTRAL
330	2.2046	NEUTRAL
334	3.97839	CONTRADICTION
336	3.09549	CONTRADICTION
337	2.451	NEUTRAL
343	3.73691	NEUTRAL
345	2.96168	NEUTRAL
348	3.1092	NEUTRAL
349	3.15925	NEUTRAL
350	3.17039	NEUTRAL
352	3.92803	ENTAILMENT
353	4.86206	ENTAILMENT
355	3.68706	NEUTRAL
356	2.83733	NEUTRAL
357	3.86708	ENTAILMENT
359	2.31665	NEUTRAL
364	4.05623	ENTAILMENT
365	4.05897	ENTAILMENT
368	3.82961	CONTRADICTION
369	3.81036	CONTRADICTION
371	4.04841	CONTRADICTION
376	3.27037	NEUTRAL
383	3.95191	CONTRADICTION
385	4.05013	ENTAILMENT
386	4.16297	ENTAILMENT
388	3.95817	CONTRADICTION
389	3.71856	CONTRADICTION
399	3.04518	CONTRADICTION
400	3.32414	CONTRADICTION
401	3.24599	CONTRADICTION
405	4.24009	ENTAILMENT
406	1.56429	NEUTRAL
407	1.72097	NEUTRAL
408	2.67659	NEUTRAL
411	4.23944	ENTAILMENT
412	3.73483	NEUTRAL
414	4.09523	CONTRADICTION
416	3.62966	CONTRADICTION
418	3.68022	CONTRADICTION
419	3.80629	CONTRADICTION
420	3.69321	NEUTRAL
421	4.07731	CONTRADICTION
424	4.01931	ENTAILMENT
425	4.13007	ENTAILMENT
426	4.20615	ENTAILMENT
429	3.81054	CONTRADICTION
430	4.00154	CONTRADICTION
431	4.02736	CONTRADICTION
432	3.95637	CONTRADICTION
433	4.11072	ENTAILMENT
437	2.41241	NEUTRAL
443	3.68679	NEUTRAL
444	3.97734	ENTAILMENT
445	3.07176	CONTRADICTION
448	3.12003	CONTRADICTION
452	3.09902	CONTRADICTION
453	3.8993	CONTRADICTION
455	3.67355	NEUTRAL
456	3.9128	CONTRADICTION
458	1.61153	NEUTRAL
459	2.80935	NEUTRAL
460	3.1649	NEUTRAL
463	4.1248	ENTAILMENT
464	4.23875	ENTAILMENT
466	3.93093	ENTAILMENT
467	3.02117	NEUTRAL
468	2.87144	NEUTRAL
469	4.15013	CONTRADICTION
471	3.47045	NEUTRAL
472	3.00518	NEUTRAL
474	3.84074	ENTAILMENT
478	3.41491	CONTRADICTION
479	3.14664	CONTRADICTION
480	3.5153	CONTRADICTION
481	3.5153	CONTRADICTION
482	4.42295	ENTAILMENT
483	3.23804	CONTRADICTION
487	3.68956	CONTRADICTION
488	3.50585	CONTRADICTION
490	3.68949	CONTRADICTION
492	3.98745	ENTAILMENT
493	4.04064	CONTRADICTION
495	3.74363	CONTRADICTION
498	3.23095	NEUTRAL
501	3.35595	NEUTRAL
502	4.03332	ENTAILMENT
503	3.82564	ENTAILMENT
504	3.43555	NEUTRAL
509	3.42818	CONTRADICTION
510	3.2818	ENTAILMENT
511	3.40063	CONTRADICTION
512	3.66135	CONTRADICTION
517	3.68226	CONTRADICTION
518	4.46224	ENTAILMENT
519	4.0528	ENTAILMENT
521	3.43242	NEUTRAL
523	2.74693	NEUTRAL
525	2.90396	NEUTRAL
532	4.1756	ENTAILMENT
533	3.86597	CONTRADICTION
534	2.82944	NEUTRAL
536	2.62806	NEUTRAL
537	3.17273	CONTRADICTION
539	3.2502	CONTRADICTION
540	3.26204	CONTRADICTION
543	3.8935	CONTRADICTION
544	4.00341	CONTRADICTION
546	4.00749	CONTRADICTION
547	2.99766	NEUTRAL
549	3.00676	NEUTRAL
553	3.01866	NEUTRAL
554	3.97422	CONTRADICTION
558	4.24283	ENTAILMENT
559	4.21522	ENTAILMENT
562	3.69778	NEUTRAL
563	4.01979	ENTAILMENT
566	3.68883	NEUTRAL
567	4.25413	ENTAILMENT
569	4.23779	ENTAILMENT
571	4.22799	ENTAILMENT
572	4.12662	ENTAILMENT
573	3.79535	CONTRADICTION
574	3.79535	CONTRADICTION
575	3.74933	CONTRADICTION
576	3.73115	CONTRADICTION
577	3.71479	CONTRADICTION
578	3.81478	CONTRADICTION
579	3.88745	CONTRADICTION
580	4.47665	ENTAILMENT
582	4.16671	CONTRADICTION
583	4.23123	ENTAILMENT
584	4.14411	ENTAILMENT
585	3.78292	CONTRADICTION
589	3.62574	CONTRADICTION
590	3.87446	CONTRADICTION
591	4.18162	ENTAILMENT
593	4.46688	ENTAILMENT
594	4.17266	ENTAILMENT
595	3.189	NEUTRAL
596	2.87372	NEUTRAL
598	2.97023	NEUTRAL
600	4.90001	ENTAILMENT
602	3.62213	ENTAILMENT
607	2.94842	CONTRADICTION
608	2.74761	CONTRADICTION
610	2.72995	NEUTRAL
612	2.97292	CONTRADICTION
613	4.47018	ENTAILMENT
614	3.99307	ENTAILMENT
615	4.20862	ENTAILMENT
616	3.71436	NEUTRAL
618	3.60256	NEUTRAL
620	1.83174	NEUTRAL
623	3.09768	NEUTRAL
624	3.49349	NEUTRAL
627	3.84855	CONTRADICTION
633	3.02625	CONTRADICTION
635	3.52041	ENTAILMENT
636	3.14522	CONTRADICTION
639	4.90001	ENTAILMENT
640	4.09288	CONTRADICTION
642	4.14582	CONTRADICTION
644	4.16845	ENTAILMENT
652	4.30628	ENTAILMENT
654	3.68708	CONTRADICTION
656	4.13725	ENTAILMENT
658	3.94231	CONTRADICTION
659	3.97168	ENTAILMENT
662	3.6977	CONTRADICTION
664	3.9354	CONTRADICTION
665	4.30393	ENTAILMENT
666	3.84989	CONTRADICTION
667	4.15019	ENTAILMENT
669	4.13561	ENTAILMENT
670	3.35898	CONTRADICTION
673	3.23937	CONTRADICTION
674	3.25731	NEUTRAL
675	3.35589	CONTRADICTION
677	4.14666	ENTAILMENT
681	4.08384	ENTAILMENT
682	3.60196	ENTAILMENT
683	3.60023	ENTAILMENT
684	3.13555	CONTRADICTION
686	3.42606	CONTRADICTION
688	3.60023	ENTAILMENT
694	3.87878	CONTRADICTION
695	2.2559	NEUTRAL
700	2.7484	NEUTRAL
701	1.95517	NEUTRAL
705	3.93223	CONTRADICTION
706	3.72563	ENTAILMENT
707	3.44244	CONTRADICTION
708	3.11479	ENTAILMENT
710	3.15913	CONTRADICTION
711	2.9385	CONTRADICTION
712	3.45595	ENTAILMENT
713	3.97341	CONTRADICTION
714	3.50155	NEUTRAL
716	4.25929	ENTAILMENT
719	1.85088	NEUTRAL
720	1.83618	NEUTRAL
721	1.64452	NEUTRAL
724	2.50663	NEUTRAL
726	3.8773	ENTAILMENT
739	3.90427	ENTAILMENT
740	3.60158	ENTAILMENT
742	3.90021	ENTAILMENT
743	1.2132	NEUTRAL
744	1.12637	NEUTRAL
750	3.97275	ENTAILMENT
751	3.24295	CONTRADICTION
753	4.17069	ENTAILMENT
755	3.40302	CONTRADICTION
756	3.38091	ENTAILMENT
758	3.77035	CONTRADICTION
763	4.22009	ENTAILMENT
767	2.71948	NEUTRAL
770	2.89213	NEUTRAL
771	3.10148	NEUTRAL
773	3.87467	NEUTRAL
775	4.14186	CONTRADICTION
776	3.0939	NEUTRAL
778	3.17937	NEUTRAL
779	3.6067	CONTRADICTION
781	4.26897	ENTAILMENT
782	3.98206	ENTAILMENT
786	3.67588	NEUTRAL
787	3.36357	NEUTRAL
788	2.70023	NEUTRAL
790	3.09976	NEUTRAL
794	4.29648	ENTAILMENT
795	3.97496	CONTRADICTION
798	4.20929	ENTAILMENT
800	2.66013	NEUTRAL
801	3.5904	NEUTRAL
803	3.74958	CONTRADICTION
805	4.20087	ENTAILMENT
806	3.92055	ENTAILMENT
807	4.03287	CONTRADICTION
808	4.12874	CONTRADICTION
809	4.23857	ENTAILMENT
810	2.17852	NEUTRAL
814	2.81944	NEUTRAL
815	2.51422	NEUTRAL
817	4.21859	ENTAILMENT
818	3.95453	NEUTRAL
819	3.84411	NEUTRAL
821	3.01428	NEUTRAL
823	3.17999	NEUTRAL
826	3.11804	NEUTRAL
828	3.90823	ENTAILMENT
829	4.2266	ENTAILMENT
832	4.06332	ENTAILMENT
833	3.17942	NEUTRAL
834	3.11725	NEUTRAL
835	3.16673	NEUTRAL
837	3.01247	NEUTRAL
838	3.36726	NEUTRAL
840	4.13265	CONTRADICTION
842	4.18713	ENTAILMENT
843	4.21455	ENTAILMENT
847	3.17881	CONTRADICTION
849	3.28197	ENTAILMENT
850	3.3137	CONTRADICTION
853	3.93568	ENTAILMENT
854	3.76952	ENTAILMENT
856	4.32679	ENTAILMENT
861	3.58519	CONTRADICTION
863	4.09335	CONTRADICTION
865	3.85629	ENTAILMENT
871	3.50086	NEUTRAL
875	3.83213	ENTAILMENT
877	4.38572	ENTAILMENT
884	3.72798	ENTAILMENT
885	3.72778	ENTAILMENT
886	3.72655	ENTAILMENT
890	3.95181	NEUTRAL
891	3.37671	NEUTRAL
894	3.17964	CONTRADICTION
896	2.03763	NEUTRAL
897	2.64512	NEUTRAL
900	4.12187	CONTRADICTION
901	3.78001	CONTRADICTION
903	3.98438	CONTRADICTION
905	3.40074	NEUTRAL
907	3.29687	NEUTRAL
911	3.64935	CONTRADICTION
912	3.57282	NEUTRAL
914	4.22513	ENTAILMENT
916	3.90308	CONTRADICTION
918	1.03182	NEUTRAL
919	1.09782	NEUTRAL
921	1.03174	NEUTRAL
923	3.67252	ENTAILMENT
924	3.82145	ENTAILMENT
925	3.67892	CONTRADICTION
926	4.21083	ENTAILMENT
928	3.60887	CONTRADICTION
929	3.45602	NEUTRAL
930	3.60435	NEUTRAL
934	4.26453	ENTAILMENT
937	4.21259	ENTAILMENT
938	3.69443	NEUTRAL
939	3.49109	NEUTRAL
941	3.23322	NEUTRAL
942	2.93591	NEUTRAL
946	2.68557	NEUTRAL
951	4.19208	ENTAILMENT
952	3.84074	ENTAILMENT
954	2.89349	NEUTRAL
955	3.54788	NEUTRAL
958	3.54063	NEUTRAL
964	4.07652	CONTRADICTION
965	3.64968	NEUTRAL
966	2.98874	NEUTRAL
968	2.42814	NEUTRAL
969	2.93674	NEUTRAL
971	2.97112	NEUTRAL
972	3.00952	NEUTRAL
974	4.1308	ENTAILMENT
976	4.39213	ENTAILMENT
977	4.23134	ENTAILMENT
981	2.5602	NEUTRAL
982	3.03516	NEUTRAL
983	3.03383	NEUTRAL
986	4.34892	ENTAILMENT
990	4.01094	CONTRADICTION
992	2.84028	NEUTRAL
993	2.1686	NEUTRAL
995	2.48902	NEUTRAL
997	1.44711	NEUTRAL
999	4.3201	ENTAILMENT
1001	4.2238	ENTAILMENT
1003	3.37178	NEUTRAL
1005	3.17441	NEUTRAL
1006	3.09883	NEUTRAL
1011	4.13428	ENTAILMENT
1012	3.77291	ENTAILMENT
1013	4.10242	ENTAILMENT
1014	3.58537	CONTRADICTION
1015	3.68731	CONTRADICTION
1017	3.23832	CONTRADICTION
1020	3.5025	CONTRADICTION
1023	4.07145	ENTAILMENT
1024	3.91901	CONTRADICTION
1025	3.67032	NEUTRAL
1027	3.22861	NEUTRAL
1030	3.23809	CONTRADICTION
1032	4.2844	ENTAILMENT
1034	3.64325	ENTAILMENT
1035	4.14256	ENTAILMENT
1036	3.83891	ENTAILMENT
1040	3.25704	ENTAILMENT
1041	3.225	ENTAILMENT
1042	3.16317	ENTAILMENT
1051	2.83389	NEUTRAL
1056	2.87066	NEUTRAL
1058	4.22451	ENTAILMENT
1059	3.92899	ENTAILMENT
1060	3.71581	NEUTRAL
1062	4.03332	ENTAILMENT
1063	3.70168	NEUTRAL
1066	2.88495	NEUTRAL
1067	3.60585	CONTRADICTION
1070	3.60817	CONTRADICTION
1071	4.10443	CONTRADICTION
1072	2.71198	NEUTRAL
1073	4.28399	ENTAILMENT
1075	3.84287	ENTAILMENT
1077	3.89448	CONTRADICTION
1078	3.78123	CONTRADICTION
1079	3.72885	ENTAILMENT
1081	3.90008	CONTRADICTION
1085	4.55273	ENTAILMENT
1086	4.21573	ENTAILMENT
1089	3.78074	CONTRADICTION
1098	4.23979	ENTAILMENT
1100	1.47398	NEUTRAL
1101	1.25635	NEUTRAL
1103	1.29892	NEUTRAL
1106	4.25718	ENTAILMENT
1107	3.83492	ENTAILMENT
1110	3.88289	ENTAILMENT
1113	1.5204	NEUTRAL
1114	1.3532	NEUTRAL
1116	1.40056	NEUTRAL
1121	3.8472	ENTAILMENT
1123	4.04547	ENTAILMENT
1124	3.7998	ENTAILMENT
1126	4.2024	ENTAILMENT
1127	4.23133	ENTAILMENT
1130	3.91346	ENTAILMENT
1131	4.90001	ENTAILMENT
1132	3.63883	NEUTRAL
1134	3.68447	CONTRADICTION
1136	3.5014	CONTRADICTION
1138	3.68447	CONTRADICTION
1139	3.72756	ENTAILMENT
1140	3.7998	ENTAILMENT
1141	4.16566	ENTAILMENT
1142	3.88289	ENTAILMENT
1143	1.03631	NEUTRAL
1144	1.03449	NEUTRAL
1146	1.03449	NEUTRAL
1148	4.08309	CONTRADICTION
1150	3.67937	NEUTRAL
1151	3.7998	ENTAILMENT
1152	2.78163	NEUTRAL
1156	3.75349	NEUTRAL
1158	3.99686	CONTRADICTION
1159	4.24371	ENTAILMENT
1160	4.22074	ENTAILMENT
1163	3.46218	NEUTRAL
1164	3.50606	CONTRADICTION
1166	3.67272	CONTRADICTION
1168	3.68488	CONTRADICTION
1171	3.72511	ENTAILMENT
1172	3.07497	CONTRADICTION
1173	3.72511	ENTAILMENT
1174	4.20991	ENTAILMENT
1176	3.86312	NEUTRAL
1181	1.62609	NEUTRAL
1183	1.34639	NEUTRAL
1185	4.29076	ENTAILMENT
1186	4.04963	ENTAILMENT
1187	4.29068	ENTAILMENT
1189	4.12061	CONTRADICTION
1197	3.84074	ENTAILMENT
1198	4.10309	ENTAILMENT
1199	1.59219	NEUTRAL
1201	3.74576	CONTRADICTION
1203	3.74135	CONTRADICTION
1204	3.73728	CONTRADICTION
1208	4.21442	ENTAILMENT
1209	4.19575	ENTAILMENT
1210	3.37777	ENTAILMENT
1211	3.35828	CONTRADICTION
1216	3.84074	ENTAILMENT
1217	3.78	CONTRADICTION
1218	3.85025	ENTAILMENT
1220	3.37807	ENTAILMENT
1223	3.72691	ENTAILMENT
1224	4.05912	CONTRADICTION
1225	3.7998	ENTAILMENT
1226	4.07738	CONTRADICTION
1229	3.72025	ENTAILMENT
1231	3.72025	ENTAILMENT
1233	3.28614	NEUTRAL
1234	3.93093	ENTAILMENT
1235	4.0994	ENTAILMENT
1238	3.91191	ENTAILMENT
1243	3.7998	ENTAILMENT
1245	3.7998	ENTAILMENT
1247	3.0739	CONTRADICTION
1250	3.50637	CONTRADICTION
1252	3.7998	ENTAILMENT
1253	3.86588	ENTAILMENT
1254	3.04104	NEUTRAL
1256	1.73308	NEUTRAL
1257	2.3439	NEUTRAL
1258	1.9418	NEUTRAL
1260	3.94328	CONTRADICTION
1261	4.18698	ENTAILMENT
1262	3.75439	NEUTRAL
1263	3.90702	ENTAILMENT
1264	3.95819	ENTAILMENT
1265	3.25748	NEUTRAL
1267	3.117	NEUTRAL
1269	1.60016	NEUTRAL
1272	3.89482	CONTRADICTION
1277	1.60016	NEUTRAL
1278	2.52026	NEUTRAL
1279	3.58924	NEUTRAL
1281	3.7998	ENTAILMENT
1285	3.49937	NEUTRAL
1286	3.34276	NEUTRAL
1288	3.84074	ENTAILMENT
1289	4.20147	ENTAILMENT
1290	4.19861	ENTAILMENT
1295	3.88253	CONTRADICTION
1296	3.63619	NEUTRAL
1298	3.87228	CONTRADICTION
1299	3.41432	NEUTRAL
1300	3.7998	ENTAILMENT
1301	4.11553	ENTAILMENT
1304	3.28366	NEUTRAL
1306	2.02662	NEUTRAL
1307	2.1852	NEUTRAL
1309	3.92549	CONTRADICTION
1310	3.7998	ENTAILMENT
1312	3.94995	ENTAILMENT
1313	1.56502	NEUTRAL
1314	1.0393	NEUTRAL
1315	1.03803	NEUTRAL
1316	1.03669	NEUTRAL
1320	4.90001	ENTAILMENT
1322	1.2053	NEUTRAL
1323	4.90001	ENTAILMENT
1324	1.89826	NEUTRAL
1325	1.15019	NEUTRAL
1327	3.12234	NEUTRAL
1330	3.76592	NEUTRAL
1331	4.1024	CONTRADICTION
1332	4.02247	ENTAILMENT
1334	3.77702	NEUTRAL
1337	3.05696	NEUTRAL
1338	3.02076	NEUTRAL
1339	3.22276	NEUTRAL
1340	3.69111	NEUTRAL
1343	3.33061	NEUTRAL
1347	4.20834	ENTAILMENT
1348	4.20834	ENTAILMENT
1349	3.73607	ENTAILMENT
1351	4.39184	ENTAILMENT
1353	3.71131	ENTAILMENT
1356	3.82543	ENTAILMENT
1357	3.82543	ENTAILMENT
1360	3.70123	ENTAILMENT
1362	3.61326	ENTAILMENT
1363	3.77797	CONTRADICTION
1364	3.08482	CONTRADICTION
1366	3.70008	ENTAILMENT
1367	3.7	NEUTRAL
1369	3.89086	ENTAILMENT
1370	3.90174	NEUTRAL
1374	3.54574	ENTAILMENT
1375	3.84074	ENTAILMENT
1377	4.21555	ENTAILMENT
1382	2.93123	NEUTRAL
1383	3.59121	NEUTRAL
1391	2.85952	NEUTRAL
1392	2.97083	NEUTRAL
1393	2.09147	NEUTRAL
1394	3.84279	CONTRADICTION
1395	3.54268	NEUTRAL
1397	3.70019	NEUTRAL
1398	3.70019	NEUTRAL
1401	3.70019	NEUTRAL
1402	3.70019	NEUTRAL
1406	4.23826	ENTAILMENT
1411	2.50296	NEUTRAL
1413	3.88205	NEUTRAL
1416	3.98729	ENTAILMENT
1418	3.73561	CONTRADICTION
1420	4.11041	CONTRADICTION
1422	4.17349	CONTRADICTION
1423	3.99445	CONTRADICTION
1424	4.21586	ENTAILMENT
1425	2.63072	NEUTRAL
1426	2.03589	NEUTRAL
1428	1.55756	NEUTRAL
1430	4.07762	ENTAILMENT
1433	3.7998	ENTAILMENT
1436	3.13274	NEUTRAL
1437	3.24143	NEUTRAL
1439	2.75993	NEUTRAL
1440	3.71473	ENTAILMENT
1441	3.71862	ENTAILMENT
1442	2.70963	NEUTRAL
1445	1.37478	NEUTRAL
1447	2.49119	NEUTRAL
1449	3.88435	CONTRADICTION
1450	4.15015	ENTAILMENT
1451	3.88289	ENTAILMENT
1452	1.07903	NEUTRAL
1454	1.05083	NEUTRAL
1456	1.07939	NEUTRAL
1457	3.94807	ENTAILMENT
1459	1.98792	NEUTRAL
1460	2.49119	NEUTRAL
1462	1.04551	NEUTRAL
1465	1.6079	NEUTRAL
1468	4.48255	ENTAILMENT
1471	2.77396	NEUTRAL
1472	3.50024	CONTRADICTION
1475	4.00524	ENTAILMENT
1477	4.10341	ENTAILMENT
1478	4.23605	ENTAILMENT
1485	4.22998	ENTAILMENT
1490	2.65641	NEUTRAL
1491	3.60521	NEUTRAL
1492	3.51193	NEUTRAL
1496	3.7998	ENTAILMENT
1497	4.02078	ENTAILMENT
1500	3.7998	ENTAILMENT
1502	4.19364	ENTAILMENT
1507	4.09014	ENTAILMENT
1508	4.02119	CONTRADICTION
1510	4.04105	CONTRADICTION
1512	2.83276	CONTRADICTION
1515	2.8183	NEUTRAL
1516	2.84825	NEUTRAL
1518	1.78134	NEUTRAL
1520	3.50234	CONTRADICTION
1522	4.12408	ENTAILMENT
1526	3.24909	CONTRADICTION
1528	3.81806	CONTRADICTION
1529	3.84074	ENTAILMENT
1530	3.7513	CONTRADICTION
1533	1.04714	NEUTRAL
1537	1.04714	NEUTRAL
1539	3.7998	ENTAILMENT
1540	4.11797	ENTAILMENT
1542	2.41514	NEUTRAL
1543	1.89862	NEUTRAL
1544	2.16133	NEUTRAL
1546	2.1375	NEUTRAL
1548	4.1262	ENTAILMENT
1554	3.65322	CONTRADICTION
1555	4.04855	CONTRADICTION
1556	4.00716	CONTRADICTION
1560	3.49782	NEUTRAL
1561	4.0678	CONTRADICTION
1562	2.11293	NEUTRAL
1564	3.63885	NEUTRAL
1567	4.06301	ENTAILMENT
1568	2.62321	NEUTRAL
1569	3.85648	NEUTRAL
1571	1.21143	NEUTRAL
1572	2.62709	NEUTRAL
1577	3.41026	NEUTRAL
1578	3.6221	ENTAILMENT
1579	3.95122	ENTAILMENT
1581	3.84074	ENTAILMENT
1583	2.98897	NEUTRAL
1589	3.9028	CONTRADICTION
1590	3.90103	CONTRADICTION
1593	3.65314	ENTAILMENT
1594	3.37073	CONTRADICTION
1596	4.90001	ENTAILMENT
1597	3.0993	NEUTRAL
1598	4.22613	ENTAILMENT
1600	2.42938	NEUTRAL
1602	2.50505	NEUTRAL
1603	2.37577	NEUTRAL
1605	2.86495	NEUTRAL
1611	3.89636	ENTAILMENT
1613	3.50017	CONTRADICTION
1616	2.94902	NEUTRAL
1617	3.79498	CONTRADICTION
1619	4.12935	ENTAILMENT
1620	3.9463	ENTAILMENT
1622	1.25517	NEUTRAL
1623	1.73024	NEUTRAL
1624	1.25534	NEUTRAL
1630	4.24024	ENTAILMENT
1633	3.14537	CONTRADICTION
1634	3.14864	CONTRADICTION
1636	3.48258	ENTAILMENT
1637	3.1498	CONTRADICTION
1638	1.26905	NEUTRAL
1642	4.03985	CONTRADICTION
1644	3.6907	NEUTRAL
1645	4.15623	ENTAILMENT
1654	4.11405	ENTAILMENT
1656	3.72083	ENTAILMENT
1658	4.21936	ENTAILMENT
1662	3.71197	ENTAILMENT
1664	4.0624	ENTAILMENT
1665	2.64771	NEUTRAL
1666	3.14742	CONTRADICTION
1667	4.90001	ENTAILMENT
1672	1.16726	NEUTRAL
1674	1.08459	NEUTRAL
1678	3.81123	ENTAILMENT
1679	3.92523	ENTAILMENT
1681	3.93093	ENTAILMENT
1683	3.93502	ENTAILMENT
1684	4.16041	ENTAILMENT
1685	4.20254	ENTAILMENT
1686	3.72289	CONTRADICTION
1688	3.5195	ENTAILMENT
1689	4.24226	ENTAILMENT
1692	3.72159	ENTAILMENT
1693	4.1274	ENTAILMENT
1695	3.69797	CONTRADICTION
1696	3.69347	CONTRADICTION
1698	3.14287	ENTAILMENT
1699	3.87788	CONTRADICTION
1701	2.73423	CONTRADICTION
1704	4.15142	ENTAILMENT
1709	1.50721	NEUTRAL
1710	1.75828	NEUTRAL
1713	3.84074	ENTAILMENT
1717	3.66689	CONTRADICTION
1718	3.50103	CONTRADICTION
1720	3.82957	CONTRADICTION
1722	3.82957	CONTRADICTION
1725	3.66508	CONTRADICTION
1726	4.15719	ENTAILMENT
1727	3.93594	NEUTRAL
1728	3.27761	ENTAILMENT
